num_acc;senc;catv;occutc;obs;obsm;choc;manv;num_veh
201000000024;0;32;0;8;0;1;0;A01
201000000025;0;1;0;0;0;4;2;B02
201000000025;0;7;0;0;2;2;2;A01
201000000026;0;7;0;0;2;2;19;A01
201000000026;0;7;0;0;2;3;1;B02
201000000027;0;10;0;0;2;3;1;B02
201000000027;0;2;0;0;2;7;1;A01
201000000028;0;33;0;0;2;3;13;A01
201000000028;0;7;0;0;2;8;1;B02
201000000029;0;7;0;0;2;1;17;A01
201000000029;0;10;0;0;2;1;1;B02
201000000029;0;7;0;0;2;6;9;C03
201000000030;0;7;0;0;2;6;2;C03
201000000030;0;7;0;0;2;3;5;B02
201000000030;0;7;0;0;0;8;1;A01
201000000031;0;7;0;13;0;2;1;A01
201000000032;0;30;0;0;0;9;0;A01
201000000033;0;38;0;1;2;3;1;B02
201000000033;0;33;0;0;2;1;5;A01
201000000034;0;7;0;0;0;1;0;A01
201000000035;0;14;0;0;2;1;1;B02
201000000035;0;7;0;0;2;7;0;A01
201000000036;0;7;0;0;1;1;16;A01
201000000037;0;7;0;0;2;3;17;A01
201000000037;0;7;0;0;2;3;1;B02
201000000037;0;20;0;0;2;1;1;C03
201000000038;0;7;0;13;0;1;0;A01
201000000039;0;7;0;2;0;1;13;A01
201000000040;0;31;0;0;2;1;13;A01
201000000040;0;7;0;0;2;3;1;B02
201000000041;0;33;0;0;2;1;2;A01
201000000041;0;10;0;0;2;6;2;B02
201000000042;0;31;0;0;2;1;17;A01
201000000042;0;16;0;0;2;3;15;B02
201000000043;0;7;0;8;0;1;1;A01
201000000044;0;7;0;2;0;7;1;A01
201000000045;0;30;0;0;2;1;13;A01
201000000045;0;7;0;0;2;1;1;B02
201000000046;0;7;0;6;0;1;1;A01
201000000047;0;33;0;0;2;1;1;B02
201000000047;0;7;0;0;2;2;1;A01
201000000048;0;7;0;0;2;1;13;A01
201000000048;0;7;0;0;2;1;1;B02
201000000049;0;7;0;0;0;7;15;A01
201000000049;0;7;0;0;2;2;1;B02
201000000050;0;17;0;0;2;3;2;A01
201000000050;0;7;0;0;2;4;1;C03
201000000050;0;7;0;0;2;1;1;B02
201000000051;0;14;0;0;0;8;19;B02
201000000051;0;7;0;0;2;1;1;A01
201000000052;0;33;0;0;2;2;1;B02
201000000052;0;1;0;0;2;3;16;A01
201000000053;0;10;0;0;2;2;17;A01
201000000053;0;7;0;0;2;3;1;B02
201000000054;0;7;0;15;0;1;1;A01
201000000055;0;7;0;2;0;1;1;A01
201000000056;0;7;0;0;2;3;1;C03
201000000056;0;7;0;0;2;6;2;B02
201000000056;0;33;0;0;2;3;13;A01
201000000057;0;7;0;0;2;3;1;B02
201000000057;0;7;0;0;2;3;13;A01
201000000058;0;7;0;0;2;2;0;B02
201000000059;0;7;0;0;2;6;15;A01
201000000059;0;33;0;0;2;1;1;B02
201000000060;0;7;0;0;2;1;0;B02
201000000060;0;7;0;0;2;1;13;A01
201000000061;0;7;0;2;0;1;0;A01
201000000062;0;7;0;6;0;1;2;A01
201000000063;0;10;0;0;2;7;15;A01
201000000063;0;33;0;0;2;1;1;B02
201000000064;0;39;0;0;2;1;1;B02
201000000064;0;2;0;0;4;7;11;A01
201000000065;0;7;0;0;2;8;10;A01
201000000065;0;7;0;0;2;1;1;B02
201000000066;0;7;0;0;2;7;19;B02
201000000066;0;33;0;0;2;1;1;A01
201000000067;0;30;0;0;2;1;1;B02
201000000067;0;7;0;0;2;5;1;A01
201000000068;0;30;0;0;2;1;1;A01
201000000068;0;21;0;0;2;4;15;B02
201000000069;0;33;0;0;2;1;1;B02
201000000069;0;7;0;0;2;1;15;A01
201000000070;0;7;0;0;2;1;17;A01
201000000070;0;1;0;0;2;8;15;B02
201000000071;0;7;0;0;1;3;1;A01
201000000072;0;7;0;0;0;9;1;A01
201000000073;0;7;0;0;2;1;15;A01
201000000073;0;33;0;0;2;1;1;B02
201000000074;0;33;0;0;2;1;1;A01
201000000074;0;7;0;0;2;8;15;B02
201000000075;0;7;0;0;2;1;1;B02
201000000075;0;10;0;0;2;2;5;A01
201000000076;0;7;0;0;2;1;1;C03
201000000076;0;7;0;0;2;3;17;A01
201000000076;0;7;0;0;2;1;1;B02
201000000077;0;15;0;0;1;2;1;A01
201000000078;0;7;0;0;2;7;1;A01
201000000078;0;7;0;0;2;1;1;B02
201000000079;0;7;0;8;0;1;1;A01
201000000080;0;1;0;0;2;1;1;B02
201000000080;0;7;0;0;9;5;11;A01
201000000081;0;7;0;0;1;1;1;A01
201000000082;0;30;0;12;0;1;2;A01
201000000083;0;7;0;0;2;3;13;A01
201000000083;0;3;0;0;2;3;1;B02
201000000084;0;10;0;0;1;3;1;A01
201000000085;0;2;0;0;0;1;1;A01
201000000085;0;7;0;0;0;1;1;B02
201000000086;0;7;0;6;0;2;1;A01
201000000087;0;7;0;2;0;3;1;A01
201000000088;0;7;0;0;2;1;1;A01
201000000088;0;14;0;0;2;3;1;B02
201000000089;0;17;0;0;0;0;1;A01
201000000090;0;7;0;11;0;1;16;A01
201000000091;0;7;0;0;2;3;21;A01
201000000091;0;7;0;0;0;6;19;B02
201000000092;0;3;0;0;2;1;15;A01
201000000092;0;7;0;0;2;3;1;B02
201000000093;0;1;0;0;9;1;1;A01
201000000094;0;7;0;0;1;2;1;A01
201000000095;0;30;0;1;0;1;1;A01
201000000096;0;7;0;0;1;2;1;A01
201000000097;0;10;0;0;2;1;1;B02
201000000097;0;7;0;0;2;8;13;A01
201000000098;0;7;0;0;9;2;1;A01
201000000099;0;7;0;0;2;1;2;A01
201000000099;0;2;0;0;2;4;1;B02
201000000100;0;33;0;0;2;7;17;A01
201000000100;0;7;0;0;2;8;15;B02
201000000101;0;10;0;6;0;1;2;A01
201000000102;0;7;0;0;2;3;1;B02
201000000102;0;2;0;0;2;7;15;A01
201000000103;0;7;0;0;2;2;1;B02
201000000103;0;7;0;0;2;2;13;A01
201000000104;0;7;0;0;2;3;5;C03
201000000104;0;10;0;0;0;5;1;B02
201000000104;0;7;0;0;2;3;2;A01
201000000105;0;33;0;0;2;1;15;A01
201000000105;0;15;0;0;2;7;1;B02
201000000106;0;10;0;0;1;1;1;A01
201000000107;0;7;0;6;9;2;1;A01
201000000108;0;7;0;0;2;1;11;A01
201000000108;0;14;0;0;2;1;1;B02
201000000109;0;7;0;0;1;2;1;A01
201000000110;0;7;0;0;2;3;17;A01
201000000110;0;7;0;0;2;3;1;B02
201000000111;0;7;0;0;0;1;2;A01
201000000112;0;7;0;8;0;3;19;A01
201000000113;0;7;0;0;0;1;15;A01
201000000113;0;33;0;0;0;1;1;B02
201000000114;0;7;0;0;2;8;19;A01
201000000114;0;14;0;0;2;1;1;B02
201000000115;0;1;0;0;2;8;15;A01
201000000115;0;7;0;0;9;2;1;B02
201000000116;0;3;0;0;2;9;1;A01
201000000116;0;7;0;0;2;3;1;B02
201000000117;0;7;0;0;9;8;15;A01
201000000117;0;31;0;0;2;1;17;B02
201000000118;0;7;0;2;0;9;1;A01
201000000119;0;7;0;0;2;1;2;A01
201000000119;0;7;0;0;0;4;15;B02
201000000120;0;10;0;0;1;2;1;A01
201000000121;0;33;0;3;0;1;1;A01
201000000122;0;7;0;13;0;2;1;A01
201000000123;0;10;0;13;0;1;1;A01
201000000124;0;7;0;13;0;1;1;A01
201000000125;0;33;0;15;0;2;1;A01
201000000126;0;7;0;0;2;3;13;A01
201000000127;0;7;0;13;0;2;14;A01
201000000128;0;7;0;0;2;2;19;A01
201000000128;0;30;0;0;2;1;1;B02
201000000129;0;7;0;0;2;1;1;B02
201000000129;0;7;0;0;2;1;1;A01
201000000130;0;10;0;0;2;3;20;A01
201000000130;0;15;0;0;2;2;2;B02
201000000131;0;2;0;1;0;1;1;A01
201000000131;0;17;0;0;0;1;24;B02
201000000132;0;31;0;0;2;8;1;B02
201000000132;0;7;0;0;9;1;9;A01
201000000133;0;31;0;0;1;1;1;A01
201000000134;0;7;0;0;2;3;19;A01
201000000135;0;7;0;13;0;3;15;A01
201000000136;0;33;0;16;0;1;0;A01
201000000137;0;33;0;0;2;1;1;B02
201000000137;0;7;0;0;0;8;10;A01
201000000138;0;7;0;0;2;7;13;A01
201000000138;0;7;0;0;2;1;1;B02
201000000139;0;7;0;0;1;2;1;A01
201000000140;0;7;0;13;0;2;2;A01
201000000141;0;30;0;0;2;8;0;A01
201000000141;0;7;0;0;2;8;0;B02
201000000142;0;7;0;1;2;1;1;A01
201000000142;0;7;0;0;2;6;10;B02
201000000143;0;7;0;0;2;7;13;A01
201000000143;0;7;0;0;2;1;1;B02
201000000144;0;7;0;0;0;2;1;A01
201000000145;0;7;0;0;1;2;15;A01
201000000146;0;7;0;0;2;2;5;B02
201000000146;0;7;0;0;2;3;13;A01
201000000147;0;7;0;0;2;3;0;C03
201000000147;0;7;0;0;2;1;0;B02
201000000147;0;33;0;0;0;4;0;A01
201000000148;0;2;0;1;0;1;1;A01
201000000149;0;30;0;0;2;1;5;A01
201000000149;0;7;0;0;9;3;1;B02
201000000150;0;7;0;6;0;1;1;A01
201000000151;0;30;0;0;2;1;19;B02
201000000151;0;7;0;0;2;2;1;A01
201000000152;0;2;0;0;0;1;0;B02
201000000152;0;1;0;0;0;1;19;A01
201000000153;0;7;0;0;0;2;0;B02
201000000153;0;30;0;0;0;1;0;A01
201000000154;0;33;0;0;2;1;1;A01
201000000154;0;7;0;0;2;3;15;B02
201000000155;0;7;0;0;1;7;2;A01
201000000156;0;7;0;0;2;6;1;A01
201000000156;0;7;0;0;2;2;1;B02
201000000157;0;7;0;0;2;1;1;B02
201000000157;0;7;0;0;2;8;19;A01
201000000158;0;30;0;0;2;1;17;A01
201000000158;0;7;0;0;2;3;15;B02
201000000159;0;31;0;0;2;1;1;B02
201000000159;0;7;0;0;0;3;1;A01
201000000160;0;10;0;0;2;3;1;B02
201000000160;0;32;0;0;2;2;15;A01
201000000161;0;7;0;0;2;2;1;C03
201000000161;0;7;0;0;2;1;1;B02
201000000161;0;7;0;0;2;1;15;A01
201000000162;1;7;0;16;1;2;1;A01
201000000163;0;7;0;0;1;3;0;A01
201000000164;0;7;0;0;2;1;1;A01
201000000164;0;21;0;0;0;8;15;B02
201000000165;0;7;0;0;2;1;1;B02
201000000165;0;7;0;0;2;1;1;A01
201000000166;0;7;0;0;1;2;1;A01
201000000167;0;7;0;0;1;3;1;A01
201000000168;0;7;0;0;2;3;5;A01
201000000168;0;7;0;0;2;3;5;B02
201000000169;0;7;0;0;0;0;0;C03
201000000169;0;10;0;1;0;2;1;A01
201000000169;0;7;0;0;0;1;0;B02
201000000170;0;7;0;0;4;5;1;A01
201000000170;0;39;0;0;2;2;1;B02
201000000171;0;7;0;15;0;2;1;A01
201000000172;0;7;0;6;0;2;1;A01
201000000173;0;30;0;0;2;1;15;A01
201000000173;0;30;0;0;2;2;1;B02
201000000174;0;33;0;12;0;0;1;A01
201000000175;0;7;0;0;2;1;10;A01
201000000175;0;33;0;0;2;4;21;B02
201000000176;0;7;0;0;1;0;4;A01
201000000177;0;7;0;13;0;3;1;A01
201000000178;0;7;0;13;0;1;1;A01
201000000179;0;17;0;0;2;8;1;B02
201000000179;0;3;0;0;2;7;9;A01
201000000180;0;7;0;0;2;1;13;A01
201000000180;0;7;0;0;0;4;0;B02
201000000181;0;7;0;0;9;3;2;A01
201000000181;0;1;0;0;0;4;2;B02
201000000182;0;7;0;6;0;3;1;A01
201000000183;0;7;0;0;1;2;1;A01
201000000184;0;33;0;13;0;1;1;A01
201000000185;0;30;0;15;0;1;1;A01
201000000186;0;7;0;0;0;4;0;B02
201000000186;0;33;0;0;2;1;1;A01
201000000187;0;7;0;0;0;6;2;B02
201000000187;0;7;0;13;2;1;2;A01
201000000187;0;7;0;0;0;6;2;C03
201000000188;0;7;0;0;2;6;1;B02
201000000188;0;7;0;0;2;3;1;A01
201000000189;0;1;0;0;0;4;1;B02
201000000189;0;7;0;8;9;5;1;A01
201000000190;0;7;0;10;0;9;1;A01
201000000191;0;7;0;2;0;1;1;A01
201000000192;0;30;0;0;2;8;15;B02
201000000192;0;7;0;0;2;1;1;A01
201000000193;0;7;0;0;0;0;1;A01
201000000194;0;7;0;13;0;3;1;A01
201000000195;0;33;0;8;0;7;1;A01
201000000196;0;31;0;0;2;2;15;B02
201000000196;0;33;0;0;2;1;1;A01
201000000197;0;31;0;0;2;1;16;A01
201000000197;0;7;0;0;2;3;15;B02
201000000198;0;33;0;0;2;9;13;A01
201000000198;0;17;0;0;0;6;15;B02
201000000199;0;33;0;0;0;0;0;A01
201000000199;0;33;0;0;2;0;10;B02
201000000200;0;7;0;13;0;0;1;A01
201000000201;0;7;0;0;2;3;1;B02
201000000201;0;32;0;0;2;3;13;A01
201000000202;0;7;0;0;2;4;2;B02
201000000202;0;7;0;0;2;1;2;A01
201000000203;0;7;0;8;0;7;1;A01
201000000204;0;7;0;15;0;2;14;A01
201000000205;0;7;0;13;0;2;1;A01
201000000206;0;35;0;0;2;3;15;B02
201000000206;0;7;0;0;2;2;1;A01
201000000207;0;7;0;0;2;3;1;B02
201000000207;0;14;0;0;0;0;0;A01
201000000208;0;10;0;0;2;1;1;A01
201000000208;0;17;0;0;2;8;19;B02
201000000209;0;7;0;2;0;8;14;B02
201000000209;0;17;0;0;2;2;1;A01
201000000210;0;7;0;8;0;3;1;A01
201000000211;0;7;0;0;2;1;1;A01
201000000211;0;7;0;0;2;1;1;B02
201000000212;0;10;0;0;0;8;15;B02
201000000212;0;33;0;0;2;1;1;A01
201000000213;0;7;0;15;0;1;1;A01
201000000214;0;7;0;2;0;3;14;A01
201000000215;0;7;0;0;2;7;17;A01
201000000215;0;7;0;0;2;1;1;B02
201000000216;0;7;0;0;2;3;20;A01
201000000216;0;2;0;0;2;1;1;B02
201000000217;0;7;0;2;0;8;1;A01
201000000218;0;7;0;2;0;3;0;A01
201000000219;0;2;0;0;2;1;5;B02
201000000219;0;7;0;0;2;1;17;A01
201000000220;0;7;0;0;2;2;19;A01
201000000220;0;2;0;0;2;1;1;B02
201000000221;0;7;0;2;0;3;6;A01
201000000222;0;7;0;0;0;9;1;A01
201000000223;0;1;0;8;0;1;1;A01
201000000224;0;7;0;0;2;7;1;C03
201000000224;0;7;0;0;2;8;1;B02
201000000224;0;10;0;0;2;8;13;A01
201000000225;0;7;0;9;0;2;2;A01
201000000226;0;7;0;13;0;3;1;A01
201000000227;0;10;0;0;2;2;1;B02
201000000228;0;7;0;13;0;3;1;A01
201000000229;0;99;0;13;0;1;1;A01
201000000230;0;7;0;0;2;3;1;B02
201000000230;0;10;0;0;2;3;17;A01
201000000231;0;33;0;0;2;4;2;A01
201000000232;0;15;0;0;2;7;1;A01
201000000232;0;7;0;0;2;1;1;B02
201000000233;0;7;0;6;0;3;13;A01
201000000234;0;7;0;0;2;7;17;A01
201000000234;0;7;0;0;2;8;19;B02
201000000235;0;10;0;1;0;2;1;C03
201000000235;0;7;0;0;2;6;23;B02
201000000235;0;7;0;13;0;0;1;A01
201000000236;0;14;0;0;0;1;1;A01
201000000236;0;7;0;0;0;8;19;B02
201000000237;0;7;0;0;0;0;1;A01
201000000238;0;7;0;2;0;1;1;A01
201000000239;0;7;0;0;2;5;15;A01
201000000239;0;33;0;0;2;1;1;B02
201000000240;0;7;0;6;0;1;13;A01
201000000241;0;7;0;2;0;1;0;A01
201000000242;0;7;0;0;2;3;13;A01
201000000242;0;10;0;0;2;3;1;B02
201000000243;0;7;0;0;0;3;15;A01
201000000243;0;7;0;0;0;1;1;B02
201000000244;0;7;0;16;0;9;14;A01
201000000245;0;7;0;0;0;3;1;A01
201000000245;0;2;0;0;0;1;1;B02
201000000246;0;7;0;0;2;1;5;B02
201000000246;0;7;0;0;2;3;5;A01
201000000247;0;7;0;14;0;9;14;A01
201000000248;0;7;0;2;0;7;1;A01
201000000249;0;7;0;2;0;2;1;A01
201000000250;0;37;0;0;0;0;1;C03
201000000250;0;17;0;0;9;3;1;B02
201000000250;0;31;0;0;2;1;17;A01
201000000251;0;14;0;0;2;3;1;B02
201000000251;0;37;0;0;2;3;13;A01
201000000252;0;7;0;0;2;1;1;A01
201000000252;0;7;0;8;2;8;1;B02
201000000253;0;1;0;0;2;1;1;A01
201000000253;0;7;0;0;2;7;19;B02
201000000254;0;33;0;0;2;1;1;B02
201000000254;0;7;0;0;2;3;15;A01
201000000255;0;10;0;0;2;3;13;A01
201000000255;0;10;0;0;2;3;1;B02
201000000256;0;7;0;0;0;0;0;A01
201000000256;0;7;0;0;0;1;1;B02
201000000257;0;7;0;0;2;0;2;A01
201000000257;0;7;0;0;0;4;15;B02
201000000258;0;10;0;0;0;8;10;B02
201000000258;0;10;0;0;0;1;1;A01
201000000259;0;7;0;0;2;0;23;A01
201000000259;0;7;0;0;2;9;1;B02
201000000259;0;7;0;0;2;1;1;C03
201000000260;0;1;0;0;2;1;1;A01
201000000260;0;7;0;0;9;3;15;B02
201000000261;0;33;0;0;2;7;1;B02
201000000261;0;7;0;0;2;1;19;A01
201000000262;0;7;0;0;2;5;2;A01
201000000262;0;7;0;0;2;1;2;B02
201000000263;0;7;0;0;2;3;1;B02
201000000263;0;7;0;0;2;2;1;C03
201000000263;0;7;0;0;2;3;13;A01
201000000264;0;7;0;0;2;1;5;B02
201000000264;0;7;0;0;2;1;1;A01
201000000265;0;17;0;0;0;1;1;A01
201000000265;0;7;0;0;0;8;15;B02
201000000266;0;10;0;16;6;9;1;A01
201000000267;0;33;0;13;0;1;1;A01
201000000268;0;33;0;0;0;4;1;B02
201000000268;0;7;0;0;2;1;1;A01
201000000269;0;7;0;0;2;3;15;A01
201000000269;0;30;0;0;2;1;1;B02
201000000270;0;7;0;0;2;1;15;A01
201000000270;0;33;0;0;2;1;1;B02
201000000271;0;7;0;0;2;2;17;A01
201000000271;0;20;0;0;2;3;15;B02
201000000272;0;33;0;0;2;1;1;A01
201000000272;0;7;0;0;2;2;15;B02
201000000273;0;7;0;0;2;1;1;A01
201000000273;0;10;0;0;2;1;1;B02
201000000274;1;7;0;0;1;0;2;A01
201000000275;0;7;0;13;0;9;14;A01
201000000276;0;7;0;0;2;3;1;B02
201000000276;0;7;0;0;2;2;1;A01
201000000277;0;7;0;0;2;1;15;A01
201000000277;0;33;0;0;2;1;1;B02
201000000278;0;1;0;0;2;1;1;B02
201000000279;0;30;0;0;2;1;1;B02
201000000279;0;7;0;0;2;2;13;A01
201000000280;1;30;0;0;1;2;1;A01
201000000281;0;7;0;0;2;1;1;A01
201000000281;0;21;0;0;2;8;1;B02
201000000282;0;7;0;0;2;1;2;B02
201000000282;0;7;0;0;2;3;6;A01
201000000283;0;7;0;0;2;2;15;A01
201000000283;0;2;0;0;2;1;1;B02
201000000284;0;7;0;8;0;1;14;A01
201000000285;0;10;0;0;2;3;13;A01
201000000285;0;7;0;0;2;1;1;B02
201000000286;0;33;0;9;0;1;6;A01
201000000287;0;7;0;0;0;3;15;A01
201000000287;0;33;0;0;0;3;2;B02
201000000288;0;7;0;0;2;2;1;B02
201000000288;0;2;0;0;2;1;1;A01
201000000289;0;33;0;0;2;1;1;B02
201000000289;0;7;0;0;2;3;19;A01
201000000290;0;7;0;0;2;7;1;A01
201000000290;0;7;0;0;2;1;19;B02
201000000291;0;7;0;0;2;2;15;A01
201000000291;0;33;0;0;2;1;1;B02
201000000292;0;1;0;0;2;8;19;B02
201000000292;0;7;0;0;9;3;1;A01
201000000293;0;7;0;0;2;7;2;A01
201000000293;0;2;0;0;2;2;13;B02
201000000294;0;10;0;0;1;8;1;A01
201000000295;0;7;0;2;0;1;14;A01
201000000296;0;31;0;2;0;1;1;A01
201000000297;0;7;0;0;2;3;21;B02
201000000297;0;7;0;0;2;6;19;A01
201000000298;0;7;0;0;1;3;1;A01
201000000299;0;21;0;6;0;1;0;A01
201000000300;0;7;0;13;0;3;13;A01
201000000301;1;36;0;13;0;3;13;A01
201000000302;0;2;0;4;0;0;21;A01
201000000303;0;7;0;0;2;1;1;B02
201000000303;0;7;0;0;2;3;10;A01
201000000304;0;7;0;0;9;2;10;A01
201000000304;0;33;0;0;9;1;1;B02
201000000305;0;99;0;2;0;1;1;A01
201000000306;0;7;0;0;2;1;1;B02
201000000306;0;7;0;0;2;8;10;A01
201000000307;0;2;0;0;2;1;2;A01
201000000307;0;7;0;0;0;4;15;B02
201000000308;0;10;0;0;2;1;1;A01
201000000308;0;7;0;0;2;7;15;B02
201000000309;0;13;0;0;2;1;1;A01
201000000309;0;7;0;0;1;4;1;B02
201000000310;0;7;0;0;2;1;1;B02
201000000310;0;7;0;0;2;4;15;A01
201000000311;0;7;0;12;0;3;13;A01
201000000312;0;7;0;0;1;3;1;A01
201000000313;0;7;0;0;2;1;1;A01
201000000313;0;7;0;0;0;8;10;B02
201000000314;0;7;0;0;2;8;1;A01
201000000314;0;7;0;0;2;1;19;B02
201000000315;0;30;0;16;0;0;17;A01
201000000316;0;7;0;0;2;1;13;A01
201000000316;0;7;0;0;2;3;1;B02
201000000317;0;7;0;0;0;8;1;A01
201000000317;0;2;0;0;0;1;0;B02
201000000318;0;20;0;0;0;8;1;A01
201000000318;0;30;0;0;0;1;1;B02
201000000319;0;7;0;4;0;1;1;A01
201000000320;0;7;0;0;0;5;2;A01
201000000321;0;33;0;0;2;1;13;A01
201000000321;0;7;0;0;2;3;1;B02
201000000322;0;7;0;6;0;2;0;A01
201000000323;0;33;0;0;2;1;17;B02
201000000323;0;7;0;0;2;6;15;A01
201000000324;0;7;0;0;2;1;15;B02
201000000324;0;14;0;0;2;1;1;A01
201000000325;0;13;0;0;2;3;13;A01
201000000325;0;7;0;0;2;3;1;B02
201000000326;0;7;0;0;0;1;1;B02
201000000326;0;7;0;0;0;4;15;A01
201000000327;0;7;0;0;2;1;1;A01
201000000327;0;7;0;0;2;2;1;B02
201000000328;0;2;0;0;2;4;1;B02
201000000328;0;7;0;0;2;2;1;A01
201000000329;0;2;0;2;0;1;1;A01
201000000330;0;33;0;16;0;0;1;A01
201000000331;0;33;0;0;2;1;1;B02
201000000331;0;7;0;0;2;1;15;A01
201000000332;1;7;0;0;2;1;1;A01
201000000332;0;33;0;0;2;4;15;B02
201000000333;0;7;0;8;0;1;1;A01
201000000334;0;7;0;0;2;3;13;A01
201000000334;0;33;0;0;2;3;1;B02
201000000335;0;7;0;0;1;2;1;A01
201000000336;0;10;0;0;2;3;13;A01
201000000336;0;10;0;0;2;8;1;B02
201000000336;0;10;0;0;2;1;1;C03
201000000337;0;2;0;6;0;1;1;A01
201000000338;0;7;0;0;0;0;1;A01
201000000339;0;2;0;0;2;3;15;B02
201000000339;0;31;0;0;2;3;10;A01
201000000340;0;2;0;0;6;1;1;A01
201000000341;0;7;0;0;2;2;15;A01
201000000341;0;33;0;0;2;1;1;B02
201000000342;0;7;0;0;0;1;13;A01
201000000342;0;7;0;0;0;1;1;B02
201000000343;0;7;0;0;2;2;1;A01
201000000343;0;7;0;0;2;8;1;B02
201000000344;0;7;0;2;0;1;1;A01
201000000345;0;7;0;8;0;1;1;A01
201000000346;0;15;0;0;2;1;1;A01
201000000346;0;7;0;0;2;4;23;C03
201000000346;0;20;0;0;2;4;23;B02
201000000346;0;7;0;0;2;4;23;D04
201000000347;0;7;0;0;2;3;13;A01
201000000347;0;10;0;0;2;3;1;B02
201000000348;0;7;0;0;0;1;17;B02
201000000348;0;7;0;0;0;8;15;A01
201000000349;0;36;0;0;2;1;13;A01
201000000349;0;7;0;0;2;1;1;B02
201000000350;0;7;0;6;0;7;21;A01
201000000351;0;1;0;0;0;0;23;E05
201000000351;0;1;0;0;0;0;23;G07
201000000351;0;1;0;0;0;0;23;F06
201000000351;0;1;0;0;2;0;23;D04
201000000351;0;1;0;0;2;1;23;B02
201000000351;0;7;0;0;2;3;13;A01
201000000351;0;1;0;0;2;1;23;C03
201000000352;0;36;0;0;2;8;2;B02
201000000352;0;36;0;0;2;7;2;A01
201000000353;0;33;0;0;2;7;21;A01
201000000354;0;7;0;0;2;8;1;B02
201000000354;0;7;0;0;2;8;1;A01
201000000355;0;7;0;0;1;1;2;A01
201000000356;0;7;0;1;0;1;24;A01
201000000356;0;13;0;0;0;4;0;B02
201000000357;0;7;0;0;1;1;16;A01
201000000358;0;33;0;0;2;4;1;B02
201000000358;0;33;0;0;2;1;1;C03
201000000358;0;33;0;0;2;8;1;A01
201000000359;0;7;0;2;2;1;1;A01
201000000359;0;7;0;0;2;2;1;B02
201000000360;0;7;0;0;2;8;10;A01
201000000360;0;33;0;0;2;2;1;B02
201000000361;0;10;0;0;2;1;2;C03
201000000361;0;7;0;0;2;4;23;A01
201000000361;0;7;0;0;2;4;23;B02
201000000362;0;33;0;0;2;1;1;B02
201000000362;0;7;0;0;2;2;10;A01
201000000363;0;33;0;0;2;8;1;B02
201000000363;0;7;0;0;2;3;13;A01
201000000364;0;10;0;8;0;2;1;A01
201000000365;0;33;0;0;2;1;17;B02
201000000365;0;10;0;0;0;8;15;A01
201000000366;0;7;0;0;2;1;1;B02
201000000366;0;7;0;0;2;6;19;A01
201000000367;0;7;0;2;0;3;13;A01
201000000368;0;7;0;13;0;3;1;A01
201000000369;0;10;0;0;2;1;1;A01
201000000369;0;7;0;0;0;7;23;B02
201000000370;0;7;0;2;0;2;1;A01
201000000371;0;7;0;0;2;7;16;A01
201000000371;0;2;0;0;2;1;1;B02
201000000372;0;10;0;2;0;2;1;A01
201000000373;0;13;0;2;0;7;1;A01
201000000374;0;7;0;0;2;8;16;B02
201000000374;0;7;0;0;2;2;1;A01
201000000375;0;7;0;2;0;8;17;A01
201000000376;0;7;0;0;1;2;1;A01
201000000377;0;7;0;16;0;1;1;A01
201000000378;0;7;0;0;1;2;21;A01
