num_acc;an;mois;jour;hrmn;lum;agg;int;atm;col;com;adr;gps;lat;long;dep
201500000026;15;11;6;1815;3;1;1;2;6;110;;M;0;0;590
201500000027;15;11;10;1230;1;1;1;1;1;307;;M;5086200;221000;590
201500000028;15;1;8;1145;1;1;1;3;7;89;;M;0;0;590
201500000029;15;1;12;2000;3;1;1;2;6;628;;M;0;0;590
201500000030;15;1;31;1000;1;1;2;7;3;663;;M;0;0;590
201500000031;15;3;16;730;1;2;1;1;6;433;la place;M;0;0;590
201500000032;15;3;16;1830;1;1;1;2;1;337;;M;0;0;590
201500000033;15;5;23;2300;3;1;1;1;7;663;;M;0;0;590
201500000034;15;7;3;1445;1;1;1;1;3;338;;M;0;0;590
201500000035;15;9;27;945;1;1;1;1;1;210;;M;0;0;590
201500000036;15;10;22;1115;1;2;1;1;1;663;RUE D'ESQUELBECQ;M;0;0;590
201500000037;15;10;30;1945;5;2;2;1;3;210;rue de la gare;M;0;0;590
201500000038;15;12;10;830;2;2;1;1;6;666;Grand Place;M;0;0;590
201500000039;15;2;18;1700;1;1;1;1;3;578;;M;0;0;590
201500000040;15;2;18;1815;1;1;1;1;3;308;;M;0;0;590
201500000041;15;2;27;1430;1;1;1;1;6;590;;M;0;0;590
201500000042;15;4;10;1100;1;1;1;1;7;497;;M;0;0;590
201500000043;15;4;25;2330;3;1;1;2;6;590;;M;0;0;590
201500000044;15;5;14;600;2;1;1;1;6;84;975 Rte Nationale;M;5068342;237481;590
201500000045;15;5;24;45;3;1;2;1;3;295;;M;0;0;590
201500000046;15;5;24;2145;3;1;1;1;6;295;;M;0;0;590
201500000047;15;7;8;1630;1;1;1;1;5;497;;M;0;0;590
201500000048;15;7;22;1900;1;1;1;1;3;497;;M;0;0;590
201500000049;15;7;23;945;1;1;1;1;5;308;;M;0;0;590
201500000050;15;7;30;1315;1;1;1;2;5;578;;M;0;0;590
201500000051;15;9;3;1715;1;2;1;1;6;295;morbecque;M;0;0;590
201500000052;15;10;3;1945;3;1;1;1;1;91;;M;0;0;590
201500000053;15;10;5;1445;1;1;1;2;6;590;;M;0;0;590
201500000054;15;10;12;1400;1;1;1;1;6;84;;M;0;0;590
201500000055;15;11;3;1845;3;1;1;1;3;416;;M;0;0;590
201500000056;15;1;12;800;5;2;1;1;6;401;rue nationale;M;5075500;264300;590
201500000057;15;5;6;830;1;2;1;1;6;86;515 rue godewaersvelde;M;0;0;590
201500000058;15;11;28;1500;1;1;1;1;6;237;;M;0;0;590
201500000059;15;4;28;1445;1;2;1;7;3;268;Rue de  la Lys;M;5065600;276400;590
201500000060;15;7;12;600;1;2;1;1;6;268;;M;0;0;590
201500000061;15;8;23;1700;1;1;1;1;6;212;;M;0;0;590
201500000062;15;11;2;945;1;2;1;5;3;268;138 rue gendarmerie;M;5064100;272200;590
201500000063;15;11;17;745;1;1;1;1;1;180;;M;5067700;268400;590
201500000064;15;1;13;815;2;2;1;2;6;400;43 RUE VICTORINE DEROIDE;M;0;0;590
201500000065;15;9;18;1615;1;1;1;2;7;400;;M;0;0;590
201500000066;15;10;16;2230;3;1;1;2;6;615;;M;0;0;590
201500000067;15;11;8;1800;2;2;3;1;3;423;72 rue de cassel;M;0;0;590
201500000068;15;12;16;1400;1;1;1;1;6;615;;M;0;0;590
201500000069;15;12;29;830;1;1;1;1;1;400;;M;0;0;590
201500000070;15;1;9;1445;1;1;1;6;7;119;;M;0;0;590
201500000071;15;2;27;1315;1;1;1;1;1;318;;M;0;0;590
201500000072;15;4;17;1745;1;2;1;1;6;135;La Place;M;0;0;590
201500000073;15;4;22;1915;1;1;1;1;5;587;;M;0;0;590
201500000074;15;6;19;1000;1;1;1;1;3;669;Rte de Bavinchove;M;5079349;244123;590
201500000075;15;7;5;1130;1;1;3;1;3;546;;M;0;0;590
201500000076;15;8;2;1545;1;1;1;1;7;443;;M;0;0;590
201500000077;15;10;3;1315;1;1;1;1;3;135;;M;0;0;590
201500000078;15;10;30;1615;1;1;1;1;1;318;;M;0;0;590
201500000079;15;12;4;2015;3;1;1;1;6;580;;M;0;0;590
201500000080;15;12;13;700;3;1;1;2;6;546;;M;0;0;590
201500000081;15;3;4;700;1;1;9;1;1;124;;M;0;0;590
201500000082;15;6;13;1756;1;1;8;1;3;44;;M;5061924;321996;590
201500000083;15;11;12;315;3;1;1;1;6;44;;M;0;0;590
201500000084;15;8;9;1200;1;2;1;1;6;168;route de genech;M;0;0;590
201500000085;15;10;8;1445;1;2;1;1;7;523;Rue d'Anstaing;M;0;0;590
201500000086;15;10;25;400;5;2;1;1;7;96;rue du 24 aoыt;M;0;0;590
201500000087;15;11;3;2000;3;1;1;1;7;258;;M;0;0;590
201500000088;15;11;9;745;2;1;1;1;1;523;;M;0;0;590
201500000089;15;11;30;1800;3;1;1;2;7;168;;M;0;0;590
201500000090;15;12;18;1615;1;1;1;8;3;523;;M;0;0;590
201500000091;15;3;29;1130;1;2;1;3;6;482;rue poincar?;M;0;0;590
201500000092;15;5;5;1200;1;1;1;6;2;611;LAMBERSART RUE DE;M;5066572;300818;590
201500000093;15;5;22;1100;1;2;1;1;1;611;CHEMIN DE QUESNOY;M;5069039;299471;590
201500000094;15;8;11;2300;3;1;6;1;6;482;;M;0;0;590
201500000095;15;11;1;1030;1;1;1;1;6;252;;M;0;0;590
201500000096;15;11;28;1145;1;2;6;7;6;252;rue d'armentieres;M;0;0;590
201500000097;15;12;17;1200;1;1;1;1;3;252;;M;0;0;590
201500000098;15;2;7;1415;1;1;1;1;3;221;;M;5032400;351500;590
201500000099;15;5;12;2300;3;1;1;1;5;166;Route dйpartemenetale;M;5032819;359317;590
201500000100;15;7;3;2230;3;1;1;1;7;166;Route de Sebourg;M;5033156;362081;590
201500000101;15;2;23;2030;3;1;1;1;2;391;;M;0;0;590
201500000102;15;11;8;900;1;1;1;7;2;38;;M;0;0;590
201500000103;15;11;14;130;3;2;1;2;7;285;RUE JULES BOUCLY;M;0;0;590
201500000104;15;11;27;1945;5;2;1;1;6;38;86 rue Gabriel Pйri;M;0;0;590
201500000105;15;4;2;1900;2;2;1;1;3;335;2081 route de Roubaix;M;0;0;590
201500000106;15;4;19;600;2;1;1;1;3;181;;M;0;0;590
201500000107;15;5;16;1930;1;1;1;1;1;181;Rte Nationale;M;5018664;395175;590
201500000108;15;7;5;1945;1;1;1;1;6;290;;M;0;0;590
201500000109;15;7;27;445;3;1;1;2;1;50;Route Nationale;M;5014390;394777;590
201500000110;15;8;10;1445;1;1;1;1;1;529;;M;0;0;590
201500000111;15;10;6;1445;1;1;1;1;1;218;;M;0;0;590
201500000112;15;10;18;400;3;1;1;8;7;333;;M;0;0;590
201500000113;15;11;6;1830;5;2;1;2;6;35;rue des laguettes;M;0;0;590
201500000114;15;1;4;1930;5;2;5;1;6;249;rue du g?n?ral de Gaulle;M;0;0;590
201500000115;15;1;10;2315;5;2;1;1;6;249;rue censier;M;0;0;590
201500000116;15;3;6;1530;1;1;1;1;6;249;R de la Fontaine Alturie;M;4999663;403724;590
201500000117;15;3;27;1330;1;1;1;1;6;12;Rue d'Hirson;M;4997217;408481;590
201500000118;15;4;6;2145;3;1;1;1;7;12;;M;0;0;590
201500000119;15;8;2;2230;3;2;1;1;3;249;Rue du fief;M;0;0;590
201500000120;15;9;3;1800;1;2;7;3;6;249;place georges coppeaux;M;0;0;590
201500000121;15;10;26;1815;2;1;9;1;1;249;;M;0;0;590
201500000122;15;3;11;1730;1;1;1;1;6;353;;M;0;0;590
201500000123;15;4;17;2030;2;1;1;1;1;464;;M;0;0;590
201500000124;15;9;11;845;1;1;1;1;3;464;;M;0;0;590
201500000125;15;12;13;1800;3;1;1;8;1;331;;M;0;0;590
201500000126;15;5;2;1830;1;2;1;1;2;525;40 route d'avesnes;M;0;0;590
201500000127;15;5;9;1500;1;1;1;1;3;226;;M;0;0;590
201500000128;15;6;15;745;1;1;1;1;6;525;;M;0;0;590
201500000129;15;7;5;1915;1;1;1;1;6;601;;M;0;0;590
201500000130;15;9;6;1430;1;1;1;1;1;493;;M;0;0;590
201500000131;15;9;12;1630;1;1;1;1;5;445;;M;0;0;590
201500000132;15;10;21;1530;1;1;1;1;1;601;;M;0;0;590
201500000133;15;1;28;845;1;1;2;1;1;455;;M;0;0;590
201500000134;15;4;7;945;1;2;1;1;6;322;rue Clйmenceau;M;0;0;590
201500000135;15;1;1;400;3;1;1;5;7;502;;M;0;0;590
201500000136;15;1;27;715;1;1;1;2;3;412;;M;0;0;590
201500000137;15;5;11;2100;1;2;1;1;7;430;Place du commerce;M;0;0;590
201500000138;15;6;23;1;5;2;1;1;3;136;carrefour de l'hosteller;M;0;0;590
201500000139;15;8;4;115;5;2;1;1;6;136;Av De lattre de Tassigny;M;5009775;354198;590
201500000140;15;8;23;1115;1;2;1;1;6;450;rue du capitaine d'arch;M;0;0;590
201500000141;15;10;12;1830;1;1;1;1;7;137;;M;0;0;590
201500000142;15;11;5;1830;5;2;1;2;6;136;;M;0;0;590
201500000143;15;11;13;245;3;1;1;1;7;465;;M;0;0;590
201500000144;15;1;5;745;2;2;1;9;6;139;;M;0;0;590
201500000145;15;3;7;945;1;2;8;1;6;139;;M;0;0;590
201500000146;15;4;22;1700;1;2;9;1;3;139;route dйpartementale;M;0;0;590
201500000147;15;5;2;515;3;1;1;1;3;139;;M;0;0;590
201500000148;15;5;6;1000;1;2;9;1;6;139;boulevard du 08 mai 1945;M;0;0;590
201500000149;15;6;8;1400;1;2;1;1;6;63;73 rue victor watremez;M;0;0;590
201500000150;15;8;2;1500;1;2;1;1;6;321;35 rue de l'enfer;M;0;0;590
201500000151;15;7;25;1115;1;2;1;1;6;139;rue gambetta;M;0;0;590
201500000152;15;9;25;1130;1;2;2;1;6;139;Rue Roger Salengro;M;0;0;590
201500000153;15;2;14;1730;1;1;1;2;6;631;Rue de Cambrai;M;5008212;332218;590
201500000154;15;7;6;2100;1;2;1;1;3;118;;M;0;0;590
201500000155;15;3;5;1915;5;2;1;1;5;377;RUE DE CAMBRAI;M;0;0;590
201500000156;15;8;20;1415;1;1;2;1;3;176;Rte dйpartementale;M;5013471;300647;590
201500000157;15;11;3;1430;1;1;1;1;1;125;;M;0;0;590
201500000158;15;12;28;2000;3;1;1;1;2;500;;M;0;0;590
201500000159;15;4;25;530;2;1;1;2;1;537;;M;0;0;590
201500000160;15;5;7;800;2;1;1;1;3;289;;M;0;0;590
201500000161;15;7;14;1000;1;1;1;1;1;612;;M;0;0;590
201500000162;15;7;25;45;3;1;1;1;3;571;;M;0;0;590
201500000163;15;9;10;1100;1;2;1;1;6;571;51 rue de l'abbaye;M;0;0;590
201500000164;15;11;20;1545;1;2;1;2;1;608;rue de valenciennes;M;0;0;590
201500000165;15;11;28;800;2;1;1;8;1;108;;M;0;0;590
201500000166;15;12;2;1100;1;1;1;1;6;571;;M;0;0;590
201500000167;15;12;5;900;3;1;1;1;6;571;;M;0;0;590
201500000168;15;3;18;1815;1;1;1;1;6;409;;M;0;0;590
201500000169;15;3;22;1830;1;2;1;1;1;15;40 Rue du Marais;M;5027909;311020;590
201500000170;15;4;10;230;3;1;6;1;7;126;;M;0;0;590
201500000171;15;5;12;1745;1;2;1;1;2;15;Avenue de la gare;M;0;0;590
201500000172;15;5;19;715;1;1;1;1;4;126;;M;0;0;590
201500000173;15;11;17;1115;1;2;1;2;3;199;rue de la mairie;M;5032400;317200;590
201500000174;15;11;20;815;2;2;1;2;1;126;35, rue  roucourt;M;5032100;313300;590
201500000175;15;11;25;1745;5;2;1;2;7;15;Rue Geoges Lefebvre;M;5028700;310700;590
201500000176;15;12;31;1345;1;2;1;1;3;409;rue voltaire;M;5030800;321000;590
201500000177;15;4;17;1815;1;2;1;1;6;449;CD938;M;0;0;590
201500000178;15;6;5;1100;1;2;1;1;6;449;rue jules rieu cd 938;M;0;0;590
201500000179;15;7;8;1100;1;2;6;2;7;449;CD 938;M;0;0;590
201500000180;15;9;25;2145;5;2;1;1;6;80;759 rue jacques varlet;M;0;0;590
201500000181;15;11;11;1215;1;2;3;1;1;158;route nationale;M;0;0;590
201500000182;15;1;8;430;5;1;2;3;3;584;;M;0;0;590
201500000183;15;1;15;1630;1;1;1;2;1;70;;M;0;0;590
201500000184;15;3;13;30;3;1;1;1;6;277;;M;0;0;590
201500000185;15;4;14;30;3;1;1;1;7;357;Rue de Mons;M;5029773;386243;590
201500000186;15;5;22;2000;1;2;1;1;1;53;rue des platanes;M;0;0;590
201500000187;15;6;27;830;1;2;1;1;1;6;route de bavay;M;0;0;590
201500000188;15;7;5;1615;1;1;1;2;7;357;;M;0;0;590
201500000189;15;10;27;1330;1;1;1;1;3;618;;M;0;0;590
201500000190;15;12;4;1730;3;2;9;1;1;357;route de feignies;M;0;0;590
201500000191;15;1;7;1200;1;1;1;1;3;619;;M;5090800;308200;590
201500000192;15;12;31;1730;3;1;1;1;5;151;;M;0;0;590
201500000193;15;3;1;615;2;1;1;2;3;260;;M;5038602;225198;620
201500000194;15;4;19;430;3;1;1;1;6;415;;M;5033404;263188;620
201500000195;15;1;30;845;1;1;1;4;2;799;;M;0;0;620
201500000196;15;2;6;2130;3;1;1;1;5;894;;M;5076238;163572;620
201500000197;15;6;28;1100;1;1;1;1;6;751;;M;0;0;620
201500000198;15;7;19;1845;1;1;1;1;2;894;;M;0;0;620
201500000199;15;9;23;2315;3;1;1;1;1;160;;M;0;0;620
201500000200;15;10;8;1030;1;1;1;1;6;887;;M;0;0;620
201500000201;15;12;10;1730;1;1;1;1;3;160;;M;0;0;620
201500000202;15;12;26;1600;1;1;1;1;6;235;;M;0;0;620
201500000203;15;4;5;2100;3;1;1;1;1;731;;M;5008088;301845;620
201500000204;15;6;27;1845;1;1;1;1;7;5;;M;5012807;278359;620
201500000205;15;10;16;415;3;1;1;2;6;79;;M;5010210;289122;620
201500000206;15;11;3;1645;2;1;1;1;3;387;;M;5010687;280805;620
201500000207;15;11;10;1600;1;2;1;1;3;830;;M;5008871;309317;620
201500000208;15;3;14;1500;1;1;1;1;7;115;;M;5026079;266660;620
201500000209;15;5;26;1830;1;2;2;1;3;579;rue d'arras;M;5018183;265780;620
201500000210;15;8;2;2015;1;1;1;1;6;272;;M;5017759;269243;620
201500000211;15;9;27;2145;3;1;1;1;1;800;;M;5015024;257465;620
201500000212;15;12;17;900;1;1;1;1;1;85;;M;5023204;263282;620
201500000213;15;6;7;1530;1;1;1;1;3;594;;M;5015976;286168;620
201500000214;15;6;29;800;1;1;2;1;3;384;;M;5015024;308158;620
201500000215;15;5;22;1300;1;1;1;1;2;369;;M;5033256;290494;620
201500000216;15;5;22;1600;1;1;1;1;1;589;;M;5035327;268076;620
201500000217;15;6;8;1745;1;1;1;1;3;557;;M;5033880;273022;620
201500000218;15;6;28;945;1;2;3;1;3;861;RUE VICTOR HUGO;M;5037620;280639;620
201500000219;15;7;3;2200;3;1;1;1;6;1;;M;5039390;268274;620
201500000220;15;8;12;615;2;1;6;1;3;320;;M;5031524;268372;620
201500000221;15;10;25;2215;1;2;1;1;2;1;139, rue marcel lancino;M;5039385;270542;620
201500000222;15;11;2;745;2;1;2;5;4;557;;M;5033064;271750;620
201500000223;15;1;11;1130;1;1;1;1;3;152;;M;5021248;280650;620
201500000224;15;1;14;800;2;1;2;1;3;697;;M;5026204;302261;620
201500000225;15;5;13;930;1;2;1;1;5;718;RD42 Rue d'Arras;M;5029934;288737;620
201500000226;15;6;22;1700;1;2;1;2;6;259;RD 5 , Grand place;M;5019966;287732;620
201500000227;15;7;22;1515;1;1;1;1;6;384;;M;5015224;309104;620
201500000228;15;9;10;1445;1;2;3;7;3;414;rue du Gйnйral de Gaulle;M;5025144;295922;620
201500000229;15;9;25;730;1;2;1;1;1;81;;M;5021328;306259;620
201500000230;15;11;2;700;2;1;1;5;5;582;;M;5025637;290777;620
201500000231;15;12;21;1145;1;1;2;1;3;582;;M;5026208;288531;620
201500000232;15;1;13;1530;1;2;1;2;3;865;Rue de Sailly;M;5031221;298943;620
201500000233;15;3;15;945;1;1;1;2;7;383;;M;5031078;306588;620
201500000234;15;3;28;815;1;2;1;1;7;405;D43;M;5029031;295981;620
201500000235;15;5;25;1530;1;1;1;1;3;865;;M;5033191;298517;620
201500000236;15;6;19;2345;5;2;1;1;6;128;2 rue Jules Guesdes;M;5031761;294412;620
201500000237;15;7;11;1530;1;1;1;1;7;128;;M;5032252;293756;620
201500000238;15;8;22;1600;1;1;1;7;3;128;;M;5031931;292912;620
201500000239;15;9;4;900;1;2;1;1;6;865;rue de la mairie RD 39;M;5032589;298131;620
201500000240;15;10;26;915;1;1;8;1;1;128;;M;5031311;292941;620
201500000241;15;12;29;1630;1;1;1;1;2;865;;M;5032869;300514;620
201500000242;15;12;29;2245;3;1;1;2;7;865;;M;5034030;298283;620
201500000243;15;5;15;845;1;1;2;1;3;701;;M;5057209;235050;620
201500000244;15;6;5;1130;1;2;1;7;3;512;rue d'Enquin;M;5056954;233826;620
201500000245;15;6;12;730;2;1;1;2;6;190;;M;5059006;251637;620
201500000246;15;6;15;1845;1;2;1;1;6;473;rue de l'йglise de ber;M;5061111;247597;620
201500000247;15;6;29;2045;1;1;1;7;2;162;;M;5057577;242408;620
201500000248;15;6;28;1545;1;2;1;1;1;473;Rue Roger Salengro;M;5061875;247133;620
201500000249;15;8;31;1500;1;2;2;2;3;473;D187;M;5062724;245655;620
201500000250;15;10;9;2215;3;1;1;1;6;376;;M;5056102;260473;620
201500000251;15;11;29;430;5;2;1;2;6;313;Chaussйe brunehaut;M;5059023;232550;620
201500000252;15;12;8;1815;5;2;1;2;1;313;660 chaussйe Brunehaut;M;5058894;232695;620
201500000253;15;2;13;1745;3;1;1;1;1;454;;M;5055604;260884;620
201500000254;15;4;12;1545;1;2;2;1;3;502;1965 route de Bйthune;M;5060542;269261;620
201500000255;15;4;30;1745;1;2;1;1;6;736;;M;5065773;278650;620
201500000256;15;9;2;1515;1;1;1;1;7;338;;M;5063978;281480;620
201500000257;15;1;15;1945;3;1;1;2;3;268;;M;5066043;184302;620
201500000258;15;4;2;1630;1;1;1;1;6;759;;M;5065263;188232;620
201500000259;15;7;1;1830;1;2;1;7;2;268;rue Jean macй, desvres;M;5066697;184069;620
201500000260;15;7;19;2030;1;1;1;7;1;214;;M;5065899;170094;620
201500000261;15;7;28;315;3;2;1;1;6;853;rue du centre;M;5067102;191387;620
201500000262;15;8;7;600;1;1;1;1;7;165;;M;5070174;182125;620
201500000263;15;9;6;1715;1;2;1;1;1;268;;M;5067859;183109;620
201500000264;15;9;25;830;2;2;1;7;6;268;100 RUE DES NODINGUES;M;5067010;183264;620
201500000265;15;2;13;1600;1;1;1;8;7;889;;M;5075715;173501;620
201500000266;15;4;15;1830;1;2;1;1;3;899;AV GEORGES CLEMENCEAU;M;5088373;166382;620
201500000267;15;10;22;745;2;2;3;1;1;25;RD940;M;5081283;160611;620
201500000268;15;11;26;700;5;2;1;8;6;329;rue Louis le senechal;M;5083147;175791;620
201500000269;15;1;17;230;5;2;1;4;6;604;avenue francois 1er;M;5063153;159104;620
201500000270;15;12;17;1715;5;1;1;1;2;408;;M;5090440;186879;620
201500000271;15;4;6;2200;3;2;1;1;6;170;29 rue des blattiers;M;5041914;268400;620
201500000272;15;5;14;1730;1;2;3;2;3;170;Rue de Lucheux;M;5043316;267485;620
201500000273;15;8;5;2030;1;1;1;7;7;380;;M;5040670;263610;620
201500000274;15;9;13;2300;4;1;1;2;3;443;;M;5043883;265640;620
201500000275;15;12;20;1500;1;1;1;1;5;443;;M;5044234;264424;620
201500000276;15;1;2;1500;1;1;1;7;6;21;;M;5050713;185031;620
201500000277;15;3;16;1200;1;1;2;1;3;312;;M;5049719;181740;620
201500000278;15;4;19;1145;1;1;1;1;3;870;;M;5042552;171953;620
201500000279;15;7;5;2345;3;1;1;1;3;102;;M;5064922;190464;620
201500000280;15;7;10;1545;1;2;1;1;3;176;ROUTE DEPARTEMENTALE 939;M;5049908;169532;620
201500000281;15;8;19;2345;3;1;1;2;6;466;;M;5049787;189200;620
201500000282;15;10;14;1145;1;2;1;1;6;545;RUE PRINCIPALE;M;5054656;193539;620
201500000283;15;1;30;145;3;2;1;1;6;201;route de widehem;M;5056563;162163;620
201500000284;15;7;3;2030;1;2;1;1;3;318;bd de l'impйratrice;M;5051596;163366;620
201500000285;15;8;26;1515;1;1;1;1;1;241;;M;5056454;172606;620
201500000286;15;9;30;1530;1;2;1;1;2;318;boulevard Descellers;M;5051828;163042;620
201500000287;15;10;1;1345;1;2;1;1;6;318;boulevard Lefиvre;M;5051659;164229;620
201500000288;15;10;16;1200;1;2;1;2;6;318;rue des berceaux;M;5051529;164226;620
201500000289;15;10;28;915;1;1;1;2;6;201;;M;5054921;161872;620
201500000290;15;2;8;1500;1;2;1;1;6;745;RUE DE MARENLA;M;5046706;190137;620
201500000291;15;2;12;1645;1;2;1;1;6;783;656 rue du haut;M;5034599;185577;620
201500000292;15;5;15;1800;1;2;1;2;7;257;chemin de fruges;M;5049363;206265;620
201500000293;15;5;24;1445;1;2;3;1;1;871;rue principale;M;5042787;202298;620
201500000294;15;6;28;1145;1;1;1;1;6;481;;M;5028172;198090;620
201500000295;15;10;6;1730;1;2;1;1;1;204;rue jean jacques;M;5039558;186705;620
201500000296;15;10;26;1700;2;1;1;1;3;743;;M;5035228;203456;620
201500000297;15;11;5;2130;3;1;1;2;6;359;;M;5044296;207908;620
201500000298;15;2;3;1730;2;2;1;1;6;431;12 rue gaillot;M;5065706;221730;620
201500000299;15;5;28;900;1;1;1;1;3;313;;M;5058725;232988;620
201500000300;15;6;11;830;1;1;3;7;6;14;;M;5063815;239665;620
201500000301;15;6;13;1845;1;1;2;1;3;543;;M;5061636;230404;620
201500000302;15;6;18;1845;1;2;1;1;1;875;rue pottier;M;5070905;234110;620
201500000303;15;7;2;1700;1;2;1;1;1;14;rue du doyen;M;5063973;239581;620
201500000304;15;8;3;800;1;2;1;1;3;811;GRAND RUE;M;5063540;226013;620
201500000305;15;10;21;1830;2;2;9;2;6;811;rue de nielles;M;5062989;224400;620
201500000306;15;7;25;1900;1;1;1;1;1;38;;M;5088619;197221;620
201500000307;15;5;8;2215;3;1;1;1;1;57;;M;5086433;207823;620
201500000308;15;8;2;1630;1;2;1;1;6;618;894 rue de l'industrie;M;5082041;208602;620
201500000309;15;8;2;2030;1;1;1;1;6;38;;M;5086693;200656;620
201500000310;15;2;15;2100;3;2;1;5;7;325;rue d'arras;M;5059904;210126;620
201500000311;15;9;23;1515;1;2;1;1;2;485;;M;5055301;225889;620
201500000312;15;5;12;900;1;1;1;1;6;267;;M;5057347;215389;620
201500000313;15;7;6;1600;2;2;1;1;3;696;;M;5058057;217973;620
201500000314;15;8;7;545;2;1;1;1;6;265;;M;5064778;221786;620
201500000315;15;2;17;1400;1;1;1;1;1;245;;M;5070374;199927;620
201500000316;15;2;26;1400;1;2;1;2;1;467;RD 104;M;5040535;220519;620
201500000317;15;3;9;1200;1;1;1;1;6;655;;M;5038884;223798;620
201500000318;15;5;15;1900;1;1;1;1;1;282;;M;5038871;218571;620
201500000319;15;5;17;600;2;2;7;1;6;767;place marйchal Leclerc;M;5038248;233674;620
201500000320;15;6;18;1915;1;2;1;1;3;868;RD98;M;5034854;212994;620
201500000321;15;6;26;1200;1;1;9;1;1;451;;M;5047660;227821;620
201500000322;15;7;13;1500;1;1;1;2;1;740;;M;5048132;236323;620
201500000323;15;7;15;845;1;1;1;2;6;686;;M;5037554;230313;620
201500000324;15;1;17;645;2;1;1;9;6;784;;M;5020546;253875;620
201500000325;15;2;10;1715;1;1;2;1;3;45;;M;5034289;259200;620
201500000326;15;6;1;1930;1;1;1;1;6;63;;M;5028194;251549;620
201500000327;15;7;3;1930;1;2;1;1;6;399;rue d'ARRAS (PK25);M;5030631;260575;620
201500000328;15;7;8;1430;1;2;3;1;3;84;Rue de l'йgalitй;M;5024991;254923;620
201500000329;15;7;17;1515;1;2;2;1;3;785;rue bosquet а geniиvre;M;5034841;256060;620
201500000330;15;8;5;930;1;1;1;1;2;820;;M;5035631;247707;620
201500000331;15;9;27;1500;1;1;1;1;2;45;;M;5034432;258517;620
201500000332;15;10;15;1900;3;1;1;2;1;785;;M;5035302;255348;620
201500000333;15;11;8;1645;1;2;1;1;6;45;rue Leona Ocre;M;5035016;258092;620
201500000334;15;5;24;945;1;1;1;1;3;45;;M;5034300;259147;620
201500000335;15;3;6;1630;1;1;1;1;7;577;;M;5029650;221323;620
201500000336;15;6;3;1915;1;2;1;1;6;361;;M;5027692;229557;620
201500000337;15;8;17;1845;1;1;1;1;3;283;;M;5032485;228239;620
201500000338;15;10;26;1130;1;2;1;1;6;361;53 rue de doullens;M;5027482;229206;620
201500000339;15;11;28;930;1;1;1;1;1;859;;M;5023572;222997;620
201500000340;15;1;4;2145;5;2;6;1;3;16;rond point rue lamarack;M;5000293;265187;800
201500000341;15;2;4;1430;1;2;1;1;6;16;60  rue de Birmingham;M;5000321;265126;800
201500000342;15;3;18;1630;1;1;1;1;7;16;RUE DU PONT BLANC;M;4999955;264815;800
201500000343;15;5;6;745;1;2;1;1;6;16;Rue des Dйportйs;M;4999383;265245;800
201500000344;15;5;29;1645;1;1;1;1;6;16;RUE DE BIRMINGHAM;M;5000323;265100;800
201500000345;15;7;27;1800;1;1;1;2;7;206;;M;5001930;272739;800
201500000346;15;8;1;345;3;1;9;1;6;468;D929;M;4998152;257948;800
201500000347;15;8;22;1845;1;1;1;1;7;47;;M;5002543;266815;800
201500000348;15;10;30;1130;1;2;1;1;1;16;66, RUE JEAN JAURES;M;4999797;265018;800
