num_acc;catr;voie;v1;v2;circ;nbv;pr;pr1;vosp;prof;plan;lartpc;larrout;surf;infra;situ;env1
200600000114;2;0;0;;2;2;;;0;1;1;0;82;1;0;1;99
200600000115;4;0;0;;3;4;;;0;1;1;10;130;2;0;1;0
200600000116;4;0;0;;1;2;;;0;2;3;0;65;1;0;1;99
200600000117;4;0;0;;3;5;;;0;1;1;0;160;1;0;1;0
200600000118;3;0;0;;2;2;;;0;1;1;0;72;1;0;1;3
200600000119;4;0;0;;3;4;;;0;1;1;10;130;1;0;1;0
200600000120;4;0;0;;2;2;;;0;1;1;0;80;1;0;1;0
200600000121;2;0;0;;2;2;;;0;2;4;0;80;1;0;1;99
200600000122;3;0;0;;2;2;;;0;1;1;0;70;1;0;1;99
200600000123;4;0;0;;2;2;;;0;1;1;0;0;1;0;1;3
200600000124;3;0;0;;2;2;;;0;1;1;0;70;1;0;1;99
200600000125;4;0;0;;2;2;;;0;2;1;0;75;1;0;1;99
200600000126;4;0;0;;2;2;;;0;1;1;0;60;1;0;1;99
200600000127;2;0;0;;2;2;;;0;1;1;0;76;1;0;1;99
200600000128;4;0;0;;3;3;;;0;1;3;27;164;1;5;0;99
200600000129;4;0;0;;1;1;;;0;1;1;0;55;1;0;1;3
200600000130;2;0;0;;2;2;57;629;0;1;1;0;82;1;0;1;99
200600000131;2;0;0;;2;2;;;0;2;3;0;60;1;0;4;99
200600000132;4;0;0;;2;2;;;0;1;1;0;0;1;0;1;99
200600000133;3;0;0;;3;2;;;0;1;1;0;80;1;0;1;99
200600000134;4;0;0;;2;3;;;0;1;1;0;0;1;0;1;0
200600000135;2;0;0;;3;3;;;0;1;1;20;140;2;0;1;99
200600000136;4;0;0;;2;2;;;0;1;1;0;24;1;0;1;0
200600000137;4;0;0;;2;2;;;0;2;1;0;90;1;0;1;0
200600000138;2;0;0;;3;4;;;0;1;3;0;23;1;0;1;0
200600000139;2;0;0;;2;4;;;0;2;1;0;120;1;0;1;99
200600000140;4;0;0;;1;1;;;0;1;1;0;60;1;0;1;0
200600000141;3;0;0;;2;2;;;0;1;1;0;0;1;0;1;0
200600000142;4;0;0;;3;3;;;0;1;1;22;188;0;5;1;0
200600000143;4;0;0;;1;2;;;0;1;1;0;98;1;0;1;0
200600000144;4;0;0;;2;2;;;0;1;1;0;0;1;0;1;0
200600000145;4;0;0;;1;1;;;0;1;1;0;60;1;0;1;99
200600000146;4;0;0;;2;2;;;0;1;1;0;0;1;0;1;0
200600000147;4;0;0;;2;2;;;0;2;1;0;86;1;0;1;0
200600000148;4;0;0;;2;3;;;0;1;1;0;150;1;0;1;0
200600000149;4;0;0;;2;4;;;0;1;1;0;160;1;0;1;0
200600000150;4;0;0;;2;3;;;0;1;1;0;100;1;0;1;99
200600000151;4;0;0;;2;3;;;3;1;1;0;100;1;0;1;99
200600000152;4;0;0;;2;3;;;0;1;1;0;93;1;0;1;99
200600000153;4;0;0;;2;2;;;0;1;1;0;45;1;0;1;0
200600000154;4;0;0;;1;1;;;0;1;1;0;52;1;0;1;0
200600000155;4;0;0;;1;2;;;0;1;1;0;100;1;0;1;99
200600000156;4;0;0;;1;2;;;0;1;1;0;80;1;0;1;99
200600000157;4;0;0;;2;4;;;0;1;1;0;0;1;0;1;0
200600000158;4;0;0;;2;3;;;0;1;1;0;0;1;0;1;0
200600000159;4;0;0;;2;3;;;0;1;1;0;90;1;0;1;0
200600000160;4;0;0;;1;1;;;0;2;2;0;0;1;1;1;0
200600000161;4;0;0;;2;2;;;0;1;1;0;60;1;0;1;0
200600000162;4;0;0;;1;1;;;0;1;1;0;0;1;0;1;0
200600000163;4;0;0;;2;6;;;0;1;1;0;790;1;0;1;99
200600000164;4;0;0;;1;3;;;0;1;1;0;30;1;0;1;0
200600000165;4;0;0;;1;3;;;0;1;1;0;0;1;0;1;0
200600000166;4;0;0;;2;3;;;0;1;1;0;97;1;0;1;99
200600000167;4;0;0;;1;2;;;3;1;1;0;28;1;0;1;0
200600000168;3;0;0;;3;5;;;0;1;1;45;160;1;0;1;99
200600000169;4;0;0;;1;1;;;3;1;1;0;0;1;0;1;99
200600000170;4;0;0;;1;1;;;0;1;1;0;800;1;0;1;99
200600000171;4;0;0;;1;2;;;0;1;1;0;100;1;0;1;0
200600000172;4;0;0;;1;1;;;0;1;1;0;54;1;0;1;99
200600000173;4;0;0;;1;1;;;0;1;1;0;0;1;0;1;3
200600000174;4;0;0;;1;1;;;0;1;1;0;60;1;0;1;99
200600000175;4;0;0;;2;3;;;0;1;0;0;0;1;0;0;0
200600000176;4;0;0;;3;6;;;0;1;1;51;160;1;0;1;99
200600000177;4;0;0;;2;2;;;0;1;1;0;0;1;0;1;0
200600000178;4;0;0;;1;0;;;3;1;1;0;140;1;0;1;99
200600000179;4;0;0;;1;1;;;0;2;2;0;0;1;0;1;0
200600000180;4;0;0;;1;1;;;0;1;1;0;100;1;0;1;99
200600000181;4;0;0;;2;2;;;0;2;1;0;70;1;0;1;0
200600000182;4;0;0;;1;1;;;0;1;1;0;30;1;0;1;0
200600000183;4;0;0;;4;2;;;0;1;1;0;120;1;0;1;99
200600000184;4;0;0;;2;2;;;0;1;1;0;60;1;0;1;0
200600000185;4;0;0;;2;2;;;0;1;1;0;0;1;0;1;0
200600000186;4;0;0;;2;0;;;0;1;1;0;62;1;0;1;0
200600000187;4;0;0;;2;3;;;0;1;1;0;28;1;0;1;0
200600000188;4;0;0;;2;2;;;0;2;1;0;0;1;0;1;0
200600000189;4;0;0;;2;1;;;0;1;1;0;800;1;0;1;0
200600000190;4;0;0;;2;2;;;0;2;1;0;30;1;0;1;99
200600000191;4;0;0;;2;2;;;0;2;1;0;60;1;0;1;99
200600000192;4;0;0;;2;2;;;0;1;1;0;100;1;0;1;99
200600000193;4;0;0;;1;1;;;0;2;1;0;80;1;0;1;0
200600000194;4;0;0;;2;3;;;0;1;1;0;92;1;0;1;0
200600000195;4;0;0;;2;2;;;0;1;1;0;0;1;0;1;0
200600000196;4;0;0;;1;1;;;0;1;1;0;50;1;0;1;99
200600000197;4;0;0;;2;2;;;0;1;1;0;53;1;0;1;0
200600000198;4;0;0;;3;3;;;0;1;1;50;30;1;0;1;0
200600000199;4;0;0;;1;1;;;0;1;1;0;0;1;0;0;0
200600000200;4;0;0;;2;3;;;0;1;1;0;100;1;0;1;0
200600000201;4;0;0;;1;5;;;0;1;3;0;100;1;0;1;3
200600000202;2;0;0;;3;6;;;1;1;1;25;180;1;0;4;99
200600000203;4;0;0;;1;4;;;0;1;1;0;100;1;0;1;0
200600000204;1;0;0;;2;3;;;0;1;1;0;90;1;0;1;99
200600000205;4;0;0;;2;2;;;0;1;1;0;0;1;0;1;0
200600000206;4;0;0;;1;2;;;0;1;1;0;0;1;0;1;0
200600000207;4;0;0;;2;2;;;0;2;1;0;59;1;0;1;0
200600000208;4;0;0;;3;4;;;0;1;1;0;0;1;0;1;0
200600000209;4;0;0;;3;5;;;3;1;1;30;123;1;5;1;99
200600000210;4;0;0;;2;3;;;0;1;1;0;0;2;0;1;0
200600000211;4;0;0;;1;2;;;0;1;1;0;860;1;0;1;0
200600000212;4;0;0;;2;2;;;0;2;2;0;60;2;0;1;0
200600000213;4;0;0;;3;3;;;0;2;1;16;52;1;3;1;99
200600000214;4;0;0;;2;2;;;0;1;1;0;120;1;0;1;99
200600000215;4;0;0;;1;1;;;0;1;1;0;80;1;0;1;99
200600000216;4;0;0;;2;2;;;0;1;1;0;130;1;5;1;99
200600000217;4;0;0;;1;1;;;0;4;4;0;46;1;0;1;99
200600000218;3;0;0;;1;1;;;0;1;1;0;106;1;0;1;0
200600000219;4;0;0;;3;2;;;0;1;1;30;108;1;0;1;99
200600000220;4;0;0;;2;2;;;0;1;1;0;100;1;0;1;99
200600000221;2;0;0;;2;2;;;0;1;4;0;61;1;0;1;99
200600000222;4;0;0;;0;0;;;0;1;2;0;0;1;0;0;3
200600000223;4;0;0;;2;2;;;0;2;2;0;0;1;0;0;0
200600000224;4;0;0;;3;6;;;0;1;1;20;170;1;3;1;99
200600000225;4;0;0;;2;4;;;0;1;1;0;100;1;0;1;0
200600000226;4;0;0;;2;2;;;0;1;1;20;80;1;0;1;0
200600000227;4;0;0;;2;1;;;0;1;1;0;0;1;0;1;0
200600000228;4;0;0;;1;5;;;0;1;1;0;0;1;0;1;0
200600000229;2;0;0;;2;6;;;0;1;1;0;0;1;0;1;0
200600000230;2;0;0;;2;0;;;0;1;1;0;0;1;0;1;0
200600000231;4;0;0;;2;2;;;0;1;1;0;120;1;0;1;99
200600000232;4;0;0;;1;1;;;0;1;1;0;70;1;0;1;99
200600000233;4;0;0;;1;2;;;0;1;1;0;79;1;0;1;99
200600000234;4;0;0;;2;3;;;0;1;1;0;0;1;5;1;0
200600000235;4;0;0;;2;2;;;0;2;1;0;100;1;0;1;0
200600000236;4;0;0;;1;3;;;0;1;1;0;0;1;0;1;0
200600000237;4;0;0;;1;1;;;0;1;1;0;38;1;0;1;0
200600000238;4;0;0;;1;3;;;0;1;1;0;100;1;0;1;99
200600000239;4;0;0;;2;2;;;0;4;1;0;66;1;0;1;3
200600000240;4;0;0;;2;2;;;0;0;0;0;600;1;0;1;0
200600000241;4;0;0;;2;3;;;3;1;1;0;99;1;0;1;99
200600000242;2;0;0;;2;4;;;0;3;1;0;100;1;0;1;0
200600000243;4;0;0;;2;1;;;0;1;1;0;100;1;0;1;0
200600000244;4;0;0;;2;2;;;0;1;3;0;64;1;0;1;0
200600000245;4;0;0;;2;2;;;0;4;3;0;70;1;2;1;0
200600000246;4;0;0;;1;2;;;0;1;1;0;80;1;0;1;0
200600000247;4;0;0;;1;3;;;0;1;1;0;110;1;0;1;0
200600000248;4;0;0;;1;1;;;0;1;1;0;60;1;0;1;0
200600000249;4;0;0;;1;1;;;0;1;1;0;80;1;0;1;99
200600000250;4;0;0;;2;3;;;0;1;1;0;0;1;0;1;0
200600000251;4;0;0;;3;4;;;0;2;1;30;160;1;0;1;99
200600000252;4;0;0;;2;3;;;0;1;1;0;140;1;0;1;0
200600000253;4;0;0;;1;0;;;0;1;1;0;35;0;0;1;0
200600000254;4;0;0;;2;2;;;0;2;1;0;54;1;0;1;0
200600000255;4;0;0;;3;3;;;0;1;1;20;80;1;0;1;0
200600000256;4;0;0;;2;2;;;0;1;1;0;0;1;0;1;0
200600000257;2;0;0;;1;1;;;0;1;1;0;0;2;0;0;0
200600000258;4;0;0;;2;2;;;0;1;1;0;0;2;0;1;0
200600000259;4;0;0;;0;2;;;0;1;1;0;600;2;0;0;0
200600000260;4;0;0;;2;2;;;0;1;1;0;100;2;0;1;99
200600000261;4;0;0;;1;4;;;0;1;1;0;130;2;3;1;0
200600000262;4;0;0;;1;3;;;0;1;1;0;84;1;0;1;3
200600000263;1;0;0;;3;4;;;0;1;1;15;140;1;0;1;99
200600000264;4;0;0;;0;1;;;0;0;0;0;68;0;0;1;0
200600000265;3;0;0;;2;2;;;0;1;1;0;0;2;5;1;99
200600000266;4;0;0;;1;2;;;0;2;0;0;60;2;3;1;0
200600000267;4;0;0;;1;1;;;0;2;4;0;60;2;0;1;3
200600000268;6;0;0;;2;2;;;0;1;1;0;37;2;0;1;99
200600000269;3;0;0;;2;3;;;0;1;1;0;114;2;0;1;99
200600000270;4;0;0;;1;1;;;0;1;1;0;100;1;0;1;0
200600000271;4;0;0;;1;4;;;3;1;1;32;90;1;0;1;99
200600000272;4;0;0;;0;4;;;0;1;1;0;800;1;0;1;0
200600000273;3;0;0;;2;3;;;0;2;1;0;120;1;0;1;0
200600000274;4;0;0;;0;1;;;0;1;1;0;0;1;0;0;0
200600000275;4;0;0;;0;2;;;0;1;1;0;100;1;0;1;99
200600000276;4;0;0;;2;2;;;0;1;2;0;0;1;3;1;0
200600000277;2;0;0;;2;2;42;0;0;1;2;0;72;1;0;1;99
200600000278;4;0;0;;2;3;;;0;1;1;0;90;1;5;1;99
200600000279;2;0;0;;3;4;1;130;0;1;1;0;132;1;0;1;99
200600000280;3;0;0;;2;3;;;0;1;1;0;128;1;0;1;0
200600000281;4;0;0;;2;3;;;0;1;1;0;90;1;6;1;99
200600000282;3;0;0;;2;2;;;0;1;1;0;53;1;0;1;3
200600000283;3;0;0;;0;2;;;0;1;3;0;55;2;2;1;0
200600000284;2;0;0;;1;3;;;0;1;1;0;105;1;0;0;99
200600000285;6;0;0;;2;1;;;0;1;1;0;140;1;0;4;0
200600000286;2;0;0;;2;2;;;0;1;1;0;80;1;0;1;0
200600000287;6;0;0;;0;0;;;0;1;0;0;0;1;0;0;0
200600000288;2;0;0;;2;2;;;0;1;1;0;130;1;0;0;0
200600000289;4;0;0;;2;2;;;0;1;1;0;68;0;0;1;99
200600000290;2;0;0;;2;2;;;0;1;1;0;83;1;0;1;0
200600000291;4;0;0;;2;2;;;0;1;1;0;70;1;0;1;99
200600000292;3;0;0;;2;2;41;500;0;1;1;0;60;1;0;3;99
200600000293;2;0;0;;2;3;88;300;3;2;3;0;73;1;0;1;0
200600000294;4;0;0;;2;2;;;0;1;3;0;70;1;0;1;99
200600000295;4;0;0;;2;2;;;0;1;1;0;70;2;5;1;99
200600000296;4;0;0;;1;1;;;0;1;1;0;68;1;0;1;3
200600000297;4;0;0;;2;2;;;0;1;2;0;126;1;0;0;99
200600000298;4;0;0;;4;2;;;0;1;1;16;87;1;0;5;99
200600000299;4;0;0;;1;1;;;0;1;1;80;100;1;0;1;3
200600000300;2;0;0;;2;2;;;0;4;2;0;0;1;2;1;3
200600000301;4;0;0;;1;1;;;0;1;1;0;0;2;0;1;3
200600000302;4;0;0;;2;2;;;0;1;1;0;0;1;0;1;3
200600000303;3;0;0;;2;2;0;560;0;1;1;0;62;1;0;1;99
200600000304;4;0;0;;2;2;;;0;1;1;0;70;1;0;1;3
200600000305;4;0;0;;2;2;;;0;1;1;0;35;1;0;1;99
200600000306;3;0;0;;2;5;1;100;0;1;1;24;210;1;0;1;0
200600000307;2;0;0;;2;2;;;0;1;1;0;68;1;0;1;99
200600000308;4;0;0;;3;4;;;3;1;1;0;0;1;0;1;99
200600000309;2;0;0;;3;4;2;150;0;2;3;20;160;2;3;2;99
200600000310;4;0;0;;2;2;;;0;1;1;0;60;1;0;1;3
200600000311;3;0;0;;3;4;1;743;0;1;1;0;0;1;5;1;99
200600000312;4;0;0;;2;4;;;0;2;1;0;128;1;5;1;99
200600000313;2;0;0;;2;2;6;233;0;1;1;0;660;1;0;1;0
200600000314;4;0;0;;2;1;;;0;1;1;0;94;1;0;1;0
200600000315;2;0;0;;2;2;4;300;0;1;2;0;77;2;0;3;99
200600000316;2;0;0;;2;2;27;600;0;1;1;0;76;2;0;1;99
200600000317;2;0;0;;2;1;;;0;1;3;30;70;1;0;1;0
200600000318;4;0;0;;2;3;;;0;2;1;25;30;1;5;1;99
200600000319;4;0;0;;2;2;;;0;1;0;17;77;1;0;1;99
200600000320;3;0;0;;3;1;;;0;3;3;0;53;2;0;3;99
200600000321;3;0;0;;2;2;1;548;0;2;1;0;68;2;0;1;99
200600000322;4;0;0;;4;10;;;0;1;1;6;100;1;0;1;99
200600000323;3;0;0;;2;2;8;816;0;1;3;0;640;2;0;3;99
200600000324;4;0;0;;2;1;;;0;1;1;0;80;2;6;1;99
200600000325;4;0;0;;2;2;;;0;1;1;0;60;1;0;1;99
200600000326;3;0;0;;0;2;;;0;1;1;0;0;1;0;1;0
200600000327;4;0;0;;3;2;;;0;1;1;0;0;1;5;1;0
200600000328;4;0;0;;2;2;;;0;1;2;0;70;1;0;1;99
200600000329;4;0;0;;1;1;;;0;1;1;0;45;2;5;1;3
200600000330;4;0;0;;1;1;;;0;1;1;0;36;2;0;1;99
200600000331;4;0;0;;1;1;;;0;1;1;10;50;1;0;1;99
200600000332;4;1;0;A;2;2;;;0;1;1;0;80;1;0;1;0
200600000333;4;1;0;A;3;4;;;0;1;1;10;60;1;0;1;0
200600000334;4;1;0;A;2;4;;;0;1;1;0;125;1;0;1;0
200600000335;4;1;0;A;2;0;;;0;1;1;0;108;1;0;1;99
200600000336;4;1;0;A;2;4;;;0;1;1;0;120;1;0;1;0
200600000337;4;1;0;A;2;2;;;0;1;3;0;60;1;0;1;0
200600000338;4;1;0;A;1;1;;;0;1;0;0;0;1;0;1;0
200600000339;4;1;0;A;2;2;;;0;2;4;0;56;9;0;1;99
200600000340;4;1;0;A;2;2;;;0;1;1;0;0;1;0;1;0
200600000341;4;;;;2;1;;;0;2;1;0;40;1;0;1;99
200600000342;4;1;0;A;2;2;;;0;1;1;0;0;1;0;1;99
200600000343;4;1;0;A;2;2;;;0;2;1;0;60;1;0;1;0
200600000344;4;1;0;A;2;2;;;0;1;1;0;0;1;0;1;99
200600000345;4;1;0;A;3;6;;;0;1;1;20;200;1;0;1;0
200600000346;4;1;0;A;2;2;;;0;1;1;0;60;1;0;1;0
200600000347;4;1;0;A;2;1;;;3;2;1;0;26;2;6;1;0
200600000348;4;1;0;A;2;1;;;0;2;1;0;70;1;0;1;99
200600000349;3;1;0;A;1;2;;;0;1;1;0;80;1;0;1;99
200600000350;4;1;0;A;2;4;;;0;2;1;0;100;1;0;1;0
200600000351;4;1;0;A;2;3;;;0;1;1;0;0;2;0;1;99
200600000352;4;1;0;A;2;0;;;0;0;1;0;100;2;0;1;0
200600000353;4;1;0;A;2;3;;;0;1;1;0;0;1;0;0;0
200600000354;4;1;0;A;1;3;;;0;1;0;0;0;1;0;1;0
200600000355;4;1;0;A;0;2;;;0;1;1;0;35;2;0;1;3
200600000356;9;1;0;A;2;2;;;0;1;1;0;0;2;0;1;0
200600000357;4;1;0;A;2;2;;;0;0;1;0;0;2;1;0;0
200600000358;4;1;0;A;3;4;;;0;1;1;15;137;1;0;1;99
200600000359;4;1;0;A;2;2;;;0;1;1;0;41;1;0;1;99
200600000360;4;1;0;A;1;3;;;0;2;1;0;90;1;2;1;0
200600000361;4;1;0;A;2;3;;;3;1;1;0;84;1;0;1;99
200600000362;4;1;0;A;2;4;;;0;1;0;0;0;1;0;1;99
200600000363;4;1;0;A;3;4;;;0;1;1;0;120;1;0;1;99
200600000364;4;1;0;A;3;1;;;0;1;1;0;60;7;0;1;99
200600000365;4;1;0;A;2;2;;;0;2;1;0;32;2;0;1;99
200600000366;4;1;0;A;0;1;;;0;1;1;0;30;9;0;0;99
200600000367;4;1;0;A;2;2;;;0;2;4;0;56;9;0;1;99
200600000368;4;1;0;A;2;3;;;0;1;1;0;90;2;0;1;99
200600000369;4;1;0;A;2;2;;;0;1;1;0;0;1;0;1;0
200600000370;4;1;0;A;2;2;;;0;0;0;0;60;1;0;1;0
200600000371;4;1;0;A;2;3;;;0;1;1;0;173;1;0;1;0
200600000372;4;1;0;A;1;0;;;0;1;1;0;55;1;0;1;0
200600000373;4;1;0;A;2;2;;;0;1;1;0;100;1;0;1;99
200600000374;4;1;0;A;3;2;;;0;2;0;0;50;1;0;1;0
200600000375;4;1;0;A;3;2;;;1;1;1;24;82;1;0;1;0
200600000376;4;1;0;A;2;2;;;0;1;0;0;63;1;0;1;0
200600000377;4;1;0;A;2;2;;;0;4;3;100;50;1;0;1;0
200600000378;4;1;0;A;2;6;;;0;1;1;0;162;2;0;1;99
200600000379;4;1;0;A;1;1;;;0;1;1;0;58;1;0;1;0
200600000380;4;1;0;A;2;4;;;0;1;1;0;120;1;0;1;99
200600000381;4;1;0;A;1;1;;;0;1;1;103;72;1;0;1;0
