num_acc;catr;voie;v1;v2;circ;nbv;pr;pr1;vosp;prof;plan;lartpc;larrout;surf;infra;situ;env1
200700000028;3;341;0;;2;2;0;0;0;1;1;0;65;2;0;1;0
200700000029;4;0;0;;2;2;0;0;0;0;1;0;70;2;0;1;0
200700000030;3;349;0;;2;2;0;0;0;1;1;54;0;1;5;1;0
200700000031;3;231;0;;0;1;0;0;0;1;1;0;70;2;0;1;0
200700000032;4;0;0;;1;1;0;0;0;0;1;0;50;0;0;0;0
200700000033;3;157;0;;2;2;7;100;0;1;1;0;72;2;0;1;0
200700000034;3;95;0;E;2;2;16;500;0;1;1;0;50;2;0;1;0
200700000035;3;71;0;;0;0;0;0;0;0;0;0;0;2;0;4;0
200700000036;3;179;0;;2;2;0;0;0;1;4;0;57;1;0;1;0
200700000037;3;122;0;;2;2;3;958;0;0;2;0;55;2;0;1;0
200700000038;3;1;0;;2;2;0;0;0;1;1;0;90;2;0;3;0
200700000039;3;216;0;;2;0;24;500;0;1;1;0;75;1;0;1;0
200700000040;3;29;0;;2;2;0;0;0;1;1;0;72;1;0;1;0
200700000041;3;936;0;;2;0;4;600;0;1;1;0;69;1;0;1;0
200700000042;3;933;0;;2;0;9;200;0;0;2;0;70;1;0;1;0
200700000043;3;925;0;;2;2;30;600;0;2;1;0;80;1;0;1;0
200700000044;9;0;0;;2;2;0;0;0;1;1;0;0;1;0;1;0
200700000045;3;29;0;;2;0;16;0;0;1;1;0;76;2;5;1;0
200700000046;3;1001;0;;2;3;83;800;0;2;1;0;107;1;0;1;0
200700000047;4;0;0;;2;1;0;0;0;1;1;0;0;2;0;3;0
200700000048;3;11;0;;2;2;16;570;0;0;1;0;60;1;0;3;0
200700000049;3;49;0;;2;0;0;0;0;4;1;0;0;2;0;1;0
200700000050;3;112;0;;2;0;0;0;0;1;1;0;65;1;0;1;0
200700000051;3;112;0;;2;2;13;700;0;1;1;0;53;1;0;1;0
200700000052;3;216;0;;2;2;8;315;0;4;3;0;55;1;0;1;0
200700000053;3;930;0;;2;0;0;0;0;0;1;0;60;2;0;1;0
200700000054;3;221;0;E;2;2;0;0;0;2;3;0;55;1;0;1;0
200700000055;3;935;0;;2;0;5;0;0;1;2;0;72;1;0;1;0
200700000056;4;0;0;;2;2;0;0;0;2;1;0;50;1;0;1;0
200700000057;3;934;0;;1;2;17;630;0;1;1;0;69;1;5;1;0
200700000058;4;0;0;;2;2;0;0;0;1;1;0;57;1;5;0;0
200700000059;3;967;0;;2;2;80;700;0;0;1;0;70;1;0;3;0
200700000060;3;263;0;;2;1;0;0;0;1;1;0;73;1;0;1;3
200700000061;2;44;0;N;3;2;56;89;0;0;1;0;0;1;0;1;0
200700000062;3;338;0;;2;2;0;0;0;0;1;0;0;1;0;1;0
200700000063;3;13;0;;2;2;46;250;0;1;1;0;69;1;0;1;0
200700000064;3;25;0;;2;2;79;500;0;0;3;0;61;2;0;3;0
200700000065;3;1003;0;;2;2;0;500;0;0;1;0;65;2;0;1;0
200700000066;3;4;0;;2;2;5;0;0;1;1;0;70;1;0;1;0
200700000067;3;87;0;;2;2;22;210;0;0;1;0;55;1;0;1;0
200700000068;3;1029;0;;2;2;2;750;0;2;1;75;0;1;0;1;0
200700000069;3;12;0;;2;2;33;700;0;1;3;0;63;2;0;1;0
200700000070;3;1;0;;0;0;47;250;0;1;1;0;0;1;0;1;0
200700000071;3;14;0;;2;2;35;400;0;0;1;0;70;2;0;3;0
200700000072;3;14;0;;2;2;0;0;0;1;1;0;50;2;0;1;0
200700000073;2;2;0;;3;2;12;250;0;2;2;62;73;1;0;1;0
200700000074;3;966;0;;2;2;39;136;0;2;2;0;70;1;0;1;0
200700000075;3;1110;0;;2;0;0;0;0;1;1;0;59;1;0;1;0
200700000076;4;0;0;;2;0;0;0;0;2;2;0;44;1;0;1;0
200700000077;3;31;0;;2;2;21;392;0;1;1;0;78;1;0;1;0
200700000078;3;1001;0;;2;2;31;10;0;1;1;0;130;1;0;1;0
200700000079;3;981;0;;2;2;5;950;0;1;1;0;75;1;6;1;0
200700000080;3;94;0;;2;2;1;400;0;1;3;0;72;1;0;3;0
200700000081;3;129;0;;2;2;29;900;0;1;1;0;90;1;0;1;0
200700000082;3;2;0;;2;2;19;100;0;3;1;0;66;2;0;1;0
200700000083;3;2;0;;2;2;17;700;0;3;1;0;70;1;0;1;0
200700000084;3;923;0;;3;2;0;0;0;0;1;0;85;1;0;1;0
200700000085;3;915;0;;2;3;13;500;3;1;1;0;117;1;0;1;0
200700000086;3;53;0;;2;2;0;0;0;1;1;0;0;1;0;1;0
200700000087;3;983;0;;2;2;0;0;0;0;3;0;75;0;0;1;3
200700000088;3;153;1;;2;0;0;0;0;0;2;0;75;1;0;0;0
200700000089;3;3;0;;2;0;0;0;0;2;1;0;0;9;0;1;0
200700000090;3;53;0;;2;2;0;0;0;1;3;0;60;2;0;3;0
200700000091;3;919;0;;2;0;0;0;0;0;1;0;0;1;5;1;0
200700000092;3;108;0;;2;0;0;0;0;1;0;0;0;1;6;4;0
200700000093;3;151;0;;2;2;0;0;0;0;1;0;56;2;0;1;0
200700000094;3;916;0;;2;2;0;0;0;2;2;0;100;2;5;1;0
200700000095;3;931;0;;2;2;0;0;0;1;1;0;0;2;5;1;0
200700000096;4;0;0;;0;2;0;0;0;1;1;0;90;1;0;1;0
200700000097;3;101;0;;2;2;0;0;0;1;1;0;67;1;0;1;0
200700000098;3;137;0;;2;2;0;0;0;1;2;0;50;2;0;3;0
200700000099;3;110;0;;2;0;1;0;0;2;1;0;70;2;0;3;0
200700000100;3;929;0;;2;2;24;550;0;2;1;0;61;1;0;3;0
200700000101;3;938;0;;2;2;0;0;0;1;1;0;65;1;0;1;0
200700000102;3;47;0;;2;2;0;0;0;1;1;0;60;1;0;1;0
200700000103;4;0;0;;2;0;0;0;0;1;1;0;0;1;0;1;0
200700000104;2;31;0;;2;2;102;300;0;0;1;0;74;1;0;1;0
200700000105;3;66;0;;2;2;0;0;0;0;3;0;41;1;0;3;0
200700000106;3;13;0;;2;2;85;0;0;1;1;70;60;1;0;4;0
200700000107;3;13;0;;2;0;0;0;0;0;1;0;70;1;5;1;0
200700000108;4;0;0;;2;2;0;0;0;1;1;0;70;1;0;1;0
200700000109;3;26;0;;2;2;0;0;0;1;1;0;65;1;0;3;0
200700000110;4;0;0;;2;0;0;0;0;0;1;0;0;2;0;1;0
200700000111;3;1;2;;2;2;0;0;0;0;1;0;135;7;0;1;0
200700000112;3;57;0;A;2;2;4;220;0;2;1;0;52;2;0;1;0
200700000113;3;1;0;;2;4;33;700;0;0;1;0;140;1;0;1;0
200700000114;4;0;0;;2;0;0;0;0;1;4;0;0;2;0;1;0
200700000115;3;99;0;;2;0;0;0;0;2;1;0;0;2;0;1;0
200700000116;3;92;0;;2;0;0;0;0;1;2;0;61;1;0;1;0
200700000117;3;624;0;;2;2;0;0;0;1;1;0;71;2;0;1;0
200700000118;3;1016;0;;2;0;0;0;3;2;3;0;0;1;0;1;0
200700000119;3;330;0;A;2;2;0;0;0;2;2;0;72;1;0;3;0
200700000120;3;900;0;;2;0;0;0;0;1;3;0;0;1;0;1;0
200700000121;4;6;0;;2;2;0;0;0;1;2;0;67;1;0;1;0
200700000122;3;138;0;E;2;2;0;0;0;0;1;60;90;2;0;1;0
200700000123;3;64;0;;2;2;22;200;0;1;1;0;60;1;0;3;0
200700000124;3;982;0;;2;2;21;200;0;1;1;45;100;2;0;1;0
200700000125;3;45;0;;2;2;8;500;0;2;3;0;69;2;0;1;0
200700000126;3;940;0;;2;0;20;20;0;1;1;0;71;2;0;1;0
200700000127;3;125;0;;2;2;4;200;0;2;2;0;67;2;0;3;0
200700000128;3;925;0;;0;0;6;981;3;2;1;0;0;1;5;1;0
200700000129;3;149;0;;2;2;0;0;0;0;1;0;90;1;0;1;0
200700000130;3;926;0;;2;1;2;400;0;3;4;0;72;1;0;1;0
200700000131;3;240;0;;2;2;142;50;0;1;1;0;70;1;0;1;3
200700000132;4;0;0;;2;1;0;0;0;1;1;0;90;2;0;1;0
200700000133;3;928;0;;2;1;38;790;0;1;1;0;73;2;5;1;0
200700000134;3;1314;0;;3;2;7;900;0;1;2;0;60;1;0;1;0
200700000135;4;0;0;;2;0;0;0;0;0;1;0;100;2;0;1;0
200700000136;3;916;0;;2;0;0;0;0;0;1;0;73;2;0;1;0
200700000137;1;15;0;;3;4;13;143;0;1;1;7;80;1;0;1;0
200700000138;3;37;0;;2;2;29;200;0;1;1;0;55;2;5;1;0
200700000139;3;50;0;;2;1;7;530;0;1;1;0;61;1;0;1;0
200700000140;3;51;0;;2;2;0;0;0;1;1;0;80;2;0;0;0
200700000141;4;671;0;;2;1;0;0;0;0;3;0;34;6;0;1;0
200700000142;3;840;0;;2;0;22;200;0;0;0;0;0;0;0;0;0
200700000143;2;12;0;;3;3;0;0;0;3;1;0;125;2;0;1;0
200700000144;3;833;0;;2;2;18;100;0;1;1;0;63;1;0;3;0
200700000145;3;6154;0;;2;2;0;0;0;1;0;0;70;1;5;1;0
200700000146;2;12;0;;2;2;31;800;0;3;1;0;0;1;0;1;0
200700000147;3;830;0;;2;2;0;0;0;2;3;0;110;1;5;1;0
200700000148;3;126;0;;2;2;13;900;0;1;1;62;0;2;0;0;0
200700000149;3;42;0;;2;0;0;0;0;0;1;0;0;1;0;1;0
200700000150;3;33;0;;2;2;0;0;0;0;2;0;55;1;0;0;0
200700000151;3;834;0;;0;2;5;700;0;1;3;0;75;2;0;3;0
200700000152;3;77;0;;0;0;0;0;0;3;3;163;50;1;5;1;0
200700000153;3;6015;0;;2;2;0;0;0;1;1;0;0;1;0;3;0
200700000154;3;65;0;;2;2;0;0;0;2;1;0;0;1;0;1;0
200700000155;2;15;0;;2;2;35;500;0;1;1;0;150;1;0;1;0
200700000156;3;321;0;;2;2;11;0;0;0;3;0;38;2;0;1;0
200700000157;3;47;0;;2;2;0;0;0;2;1;0;75;2;0;0;0
200700000158;3;77;0;;2;0;0;0;0;0;3;60;0;2;0;0;0
200700000159;3;91;0;;2;0;94;0;0;1;1;0;0;1;5;3;0
200700000160;3;637;0;;2;2;62;700;0;0;1;0;74;1;5;1;0
200700000161;3;28;0;;2;2;19;800;0;2;3;0;57;1;0;1;0
200700000162;3;82;0;;2;2;28;0;0;1;1;0;73;1;0;1;0
200700000163;3;58;0;;2;0;0;0;0;1;1;0;70;1;5;1;0
200700000164;3;220;0;;2;2;0;0;0;1;1;0;61;1;0;1;0
200700000165;9;0;0;;2;2;0;0;0;1;1;0;50;1;0;1;0
200700000166;3;224;0;;2;2;0;0;0;0;1;0;0;1;0;1;0
200700000167;3;155;0;;2;2;4;0;0;1;1;0;72;2;0;1;0
200700000168;9;0;0;;1;1;0;0;0;3;1;0;46;2;5;1;0
200700000169;3;179;0;;2;2;0;0;0;1;1;0;70;2;0;1;0
200700000170;3;18;0;;2;2;0;0;0;1;3;0;0;2;0;1;0
200700000171;9;0;0;;2;2;0;0;0;1;1;0;58;2;0;1;0
200700000172;3;873;0;;2;2;6;900;0;2;1;0;85;1;0;1;0
200700000173;4;0;0;;0;0;0;0;0;0;0;0;0;1;0;4;0
200700000174;2;137;0;;3;2;0;0;0;1;1;40;70;1;0;1;0
200700000175;3;177;0;;2;0;52;200;0;4;1;0;70;2;0;1;0
200700000176;3;577;0;;2;2;37;500;0;1;1;0;75;1;0;1;0
200700000177;2;137;0;;3;4;106;0;0;2;1;10;80;2;0;3;0
200700000178;3;73;0;;2;0;0;0;0;1;1;0;65;2;0;3;0
200700000179;2;137;0;;3;4;105;100;0;3;1;0;0;1;3;1;0
200700000180;3;73;0;;2;2;0;0;0;1;1;0;60;1;0;1;0
200700000181;3;34;0;;2;2;50;200;0;1;1;0;43;1;0;1;0
200700000182;3;111;0;;2;2;0;0;0;1;3;0;69;1;0;4;0
200700000183;2;157;0;;1;2;1850;0;0;1;1;0;80;5;0;1;0
200700000184;3;33;0;;2;2;30;100;0;1;2;58;0;1;0;0;0
200700000185;3;34;0;;2;2;28;250;0;1;1;0;68;2;0;1;0
200700000186;3;463;0;;2;0;35;300;0;1;1;0;72;2;0;1;0
200700000187;4;4;0;;2;2;0;0;0;0;3;0;43;2;0;3;0
200700000188;3;178;0;;2;0;55;740;0;2;2;0;70;1;0;1;0
200700000189;3;777;0;;2;2;36;700;0;2;1;0;61;2;0;1;0
200700000190;3;411;0;;2;2;0;0;0;1;3;0;82;1;0;1;0
200700000191;3;94;0;;2;2;15;500;0;1;1;0;72;1;5;1;0
200700000192;3;32;0;;2;2;17;650;0;1;3;0;62;1;0;1;0
200700000193;3;777;0;;2;2;31;0;0;2;1;0;65;5;0;1;0
200700000194;3;9;0;;2;0;0;0;0;1;3;0;62;2;0;3;0
200700000195;2;12;0;;3;2;44;400;0;2;1;20;65;2;0;1;0
200700000196;3;791;0;;2;2;0;0;0;2;1;0;0;2;5;1;0
200700000197;3;791;0;;2;2;0;0;0;0;1;0;57;1;0;1;0
200700000198;4;14;0;;2;2;0;0;0;1;1;0;0;1;0;1;0
200700000199;3;766;0;;2;2;0;0;0;1;1;0;90;1;6;1;0
200700000200;4;1;0;;2;2;0;0;0;2;2;0;50;2;0;1;0
200700000201;3;794;0;;2;2;0;0;0;0;1;0;70;1;0;1;0
200700000202;3;34;0;A;2;2;0;0;0;0;2;0;65;1;0;1;0
200700000203;3;768;0;;2;1;0;0;0;1;1;0;64;1;0;1;0
200700000204;3;16;0;;2;2;0;0;0;1;1;0;47;1;0;1;0
200700000205;3;794;0;;2;0;0;0;0;0;1;92;0;1;6;1;3
200700000206;4;0;0;;2;1;0;0;0;2;1;0;58;2;0;1;0
200700000207;3;6;0;;2;1;0;0;0;4;2;0;58;2;0;3;0
200700000208;2;164;0;;2;2;85;975;0;0;1;0;65;2;0;0;0
200700000209;3;31;0;;2;0;0;0;0;1;1;0;54;2;0;1;0
200700000210;2;164;0;;2;2;0;0;0;1;2;5;78;2;5;3;0
200700000211;3;11;0;;2;2;0;0;0;2;2;0;70;1;0;1;0
200700000212;4;0;0;;2;2;0;0;0;2;2;0;0;1;0;1;0
200700000213;3;786;0;;2;2;0;0;0;1;1;0;80;1;5;1;0
200700000214;4;70;0;;2;2;0;0;0;2;4;0;86;1;0;1;0
200700000215;4;207;0;;2;1;0;0;0;1;2;0;40;1;0;1;0
200700000216;3;233;0;;2;2;9;400;0;0;1;0;94;2;5;1;0
200700000217;3;712;0;;3;4;68;0;0;2;1;11;215;2;0;1;0
200700000218;3;13;0;;2;3;13;500;0;2;1;0;101;2;5;1;0
200700000219;3;67;0;;2;2;0;0;0;1;0;0;0;1;0;1;0
200700000220;4;1;0;;2;0;0;0;0;1;1;37;0;2;0;1;0
200700000221;4;8;0;;2;2;0;0;0;4;0;0;0;1;0;1;0
200700000222;4;1;0;;2;0;0;0;0;1;1;0;62;2;0;1;0
200700000223;2;164;0;;2;0;23;400;0;2;1;72;72;1;0;1;0
200700000224;4;1;0;;2;2;18;300;0;0;3;0;50;1;0;3;0
200700000225;3;32;0;;2;2;0;0;0;1;2;0;60;1;0;1;0
200700000226;3;712;0;;2;2;0;0;0;2;2;0;0;1;0;1;0
200700000227;3;35;0;;2;0;0;0;0;0;1;0;0;0;0;1;0
200700000228;3;775;0;;2;0;10;500;0;2;1;0;68;2;0;1;0
200700000229;3;315;0;;2;2;0;0;0;0;1;0;0;2;0;3;0
200700000230;3;176;3;;2;2;5;20;0;2;3;0;0;2;0;1;0
200700000231;3;20;0;;2;2;32;800;0;2;2;0;60;1;0;1;0
200700000232;4;0;0;;0;2;0;0;0;2;1;0;70;2;5;1;0
200700000233;2;165;0;;3;4;0;0;0;2;1;0;0;2;0;1;0
200700000234;2;165;0;;3;4;59;500;0;1;1;10;80;1;0;1;0
200700000235;4;0;0;;2;2;0;0;0;1;2;0;40;9;0;3;0
200700000236;4;0;0;;2;2;0;0;0;0;0;0;70;2;0;1;0
200700000237;3;133;0;;2;0;0;0;0;1;1;0;45;1;0;1;0
200700000238;3;764;0;;2;2;0;0;0;1;2;0;72;8;0;1;0
200700000239;3;767;0;;2;2;0;0;0;1;1;0;62;1;0;1;0
200700000240;3;17;0;;2;2;0;0;0;0;1;0;70;1;5;1;0
200700000241;4;0;7;;2;2;0;0;0;1;1;0;40;1;0;3;0
200700000242;3;782;0;;2;0;27;600;0;2;1;0;61;2;0;1;0
200700000243;3;23;0;;2;2;0;0;0;1;3;0;70;2;0;1;0
200700000244;2;158;0;;3;4;30;300;3;1;1;10;152;1;0;1;0
200700000245;3;613;0;;2;2;7;400;0;1;1;0;35;1;0;1;0
200700000246;2;158;0;;3;0;32;500;0;1;1;20;70;7;0;1;0
200700000247;2;158;0;;3;4;0;0;0;1;1;30;70;7;0;2;0
200700000248;3;572;0;;2;2;3;0;0;1;1;0;71;2;0;1;0
200700000249;3;562;0;;2;0;0;0;0;2;1;0;123;1;0;1;0
200700000250;3;4;0;;2;2;35;0;0;1;1;0;62;1;0;3;0
200700000251;3;47;0;;2;2;10;900;0;1;1;0;65;1;0;1;0
200700000252;3;64;0;;2;2;7;100;0;1;2;0;60;9;0;1;0
200700000253;3;264;0;;4;0;0;0;0;1;0;0;100;1;5;0;0
200700000254;3;579;0;;2;2;0;0;0;1;1;0;36;2;0;1;0
200700000255;3;512;0;;2;1;0;0;0;0;1;0;70;2;0;1;0
200700000256;3;577;0;;3;2;0;0;0;1;1;28;60;2;5;1;0
200700000257;4;0;0;;2;2;0;0;0;0;1;0;43;1;0;1;0
200700000258;3;57;0;;2;0;0;0;0;1;1;0;0;2;0;3;0
200700000259;3;562;0;;2;2;7;0;0;1;1;0;95;1;0;1;0
200700000260;2;174;0;;2;2;43;794;0;3;1;0;74;2;2;1;0
200700000261;3;8;0;;2;2;7;709;0;1;1;0;60;1;5;1;0
200700000262;3;7;0;;2;0;50;850;0;1;1;0;0;2;0;1;0
200700000263;3;7;0;;4;0;0;0;0;1;1;0;127;2;0;1;0
200700000264;3;973;0;;2;0;0;0;0;1;1;0;72;2;5;1;0
200700000265;2;175;0;;3;0;55;550;0;2;1;0;0;1;0;1;0
200700000266;3;5;0;;2;2;0;0;0;1;1;0;0;2;0;1;0
200700000267;3;64;0;;2;2;0;0;0;1;4;0;61;1;0;1;0
200700000268;3;901;0;;2;2;0;0;0;0;1;76;0;2;0;1;0
200700000269;3;901;0;;2;2;0;0;0;1;1;67;0;2;0;1;0
200700000270;3;650;0;;2;2;33;320;0;1;3;70;0;1;0;1;0
200700000271;3;329;0;;2;1;0;0;0;1;2;0;0;2;0;1;0
200700000272;3;902;0;;2;2;0;0;0;1;1;0;70;1;0;1;0
200700000273;3;10;0;;2;2;0;0;0;1;1;0;48;2;0;1;0
200700000274;3;302;0;;2;0;0;0;0;1;1;0;0;2;0;1;0
200700000275;3;2;0;;2;2;0;0;0;1;1;0;62;1;5;1;0
200700000276;3;35;0;;2;2;0;0;0;1;1;0;55;1;0;1;0
200700000277;3;971;0;;2;2;0;0;0;1;1;0;76;2;0;1;0
200700000278;3;971;0;;2;2;0;0;0;2;1;0;80;2;0;1;0
200700000279;3;971;0;;2;2;0;0;0;1;1;0;75;1;0;1;0
200700000280;3;650;0;C;2;2;0;0;0;1;2;0;60;1;0;3;0
200700000281;3;977;0;;0;2;0;700;0;0;1;0;76;2;0;1;0
200700000282;3;4;0;;2;2;0;0;0;1;1;0;80;2;0;1;0
200700000283;3;13;0;;2;2;51;0;0;1;1;0;60;2;0;1;0
200700000284;3;208;0;;2;1;269;0;0;2;1;0;0;2;0;3;0
200700000285;3;22;0;;2;0;2;800;0;0;1;0;56;1;0;1;0
200700000286;3;938;0;;2;0;23;500;0;3;1;0;66;1;0;1;0
200700000287;3;5;0;;2;2;20;900;0;1;1;0;50;2;2;1;0
200700000288;4;1;0;C;2;0;0;0;0;2;2;0;0;1;0;0;0
200700000289;3;926;0;;2;2;0;0;0;1;2;0;80;2;0;1;0
200700000290;3;10;0;;2;2;12;0;0;1;3;0;0;2;0;3;0
200700000291;3;928;0;;2;2;2;100;0;4;1;0;78;2;0;1;0
200700000292;3;918;0;;2;2;35;350;0;1;1;0;68;2;0;1;0
200700000293;3;11;0;;2;0;0;0;0;1;2;0;57;1;0;1;0
200700000294;3;10;0;;2;2;0;0;0;1;2;0;58;1;0;3;0
200700000295;3;38;0;;2;2;0;0;0;2;1;0;65;2;0;1;0
200700000296;3;723;0;;2;4;41;0;0;1;1;10;90;1;5;1;0
200700000297;4;0;0;;2;2;0;0;0;1;1;0;50;1;0;3;0
200700000298;3;937;0;;2;2;5;200;0;1;1;0;56;0;0;0;0
200700000299;4;0;0;;2;1;0;0;0;1;1;0;0;2;0;1;0
200700000300;3;723;0;;2;3;73;300;0;1;2;0;70;1;0;3;0
200700000301;3;10;0;;2;2;11;0;0;0;1;0;60;2;0;1;0
200700000302;3;25;0;;2;0;26;200;0;0;1;0;60;2;0;1;0
200700000303;3;923;0;;2;0;0;0;0;2;1;0;100;1;0;4;0
200700000304;3;104;0;;2;2;0;0;0;0;3;0;52;2;0;3;0
200700000305;3;37;0;;2;2;49;200;0;4;1;0;58;2;0;1;0
200700000306;3;9;0;;2;2;0;0;0;1;1;0;0;2;0;1;0
200700000307;3;41;0;;2;2;17;0;0;1;1;0;54;1;5;1;0
200700000308;3;163;0;;2;2;44;0;0;1;1;0;60;5;0;4;0
200700000309;3;3;0;;2;2;0;0;0;2;2;0;0;1;0;1;0
200700000310;3;124;0;;2;2;20;600;0;1;2;0;45;1;0;3;0
200700000311;3;9;0;;2;2;28;900;0;4;1;0;64;2;0;1;0
200700000312;3;178;0;;2;0;59;800;0;1;1;0;70;1;0;1;0
200700000313;3;771;1;;2;2;15;0;0;1;1;0;0;1;0;1;0
200700000314;3;723;0;;2;2;0;0;0;1;1;0;60;2;0;1;0
200700000315;3;13;0;;0;0;0;0;0;0;4;0;70;0;6;0;3
200700000316;3;99;0;;0;1;0;0;0;1;2;0;0;2;5;1;0
200700000317;4;0;0;;2;0;0;0;0;1;1;0;50;1;0;1;0
200700000318;3;92;0;;2;2;22;0;0;1;1;0;50;1;0;1;0
200700000319;3;43;0;;2;0;0;0;0;1;1;0;55;1;0;1;0
200700000320;3;773;0;;2;2;0;0;0;1;1;0;75;2;0;1;0
200700000321;3;81;0;;2;2;27;700;0;1;1;0;60;2;0;1;0
200700000322;9;0;0;;2;0;0;1;0;1;1;0;0;1;0;1;0
200700000323;4;201;0;;2;2;0;0;0;0;2;0;0;1;0;1;0
200700000324;3;112;0;;2;0;0;0;2;1;1;0;80;1;0;3;0
200700000325;3;347;0;;2;2;52;600;0;0;3;15;89;2;5;1;0
200700000326;3;160;0;;2;2;17;0;0;1;1;0;75;2;0;1;0
200700000327;4;0;0;;2;0;0;0;0;1;0;0;58;1;0;1;0
200700000328;3;120;0;;2;2;3;900;0;0;0;0;49;2;0;1;0
200700000329;9;0;0;;2;2;0;0;0;1;0;0;54;2;0;1;0
200700000330;3;347;0;;2;2;62;500;0;1;1;0;0;2;0;1;0
200700000331;4;0;0;;2;2;0;0;0;1;1;0;39;1;0;1;0
200700000332;3;111;0;;2;2;16;500;0;1;1;0;70;1;5;1;0
200700000333;3;961;0;;2;2;36;750;2;1;1;0;70;2;5;1;0
200700000334;3;52;0;;2;2;0;0;0;1;1;0;60;2;0;1;0
200700000335;3;752;0;;2;2;31;500;0;0;1;0;63;2;0;1;0
200700000336;3;751;0;;2;0;0;0;0;1;1;0;75;2;0;1;0
200700000337;3;17;0;;2;2;13;200;0;2;1;0;68;1;0;1;0
200700000338;3;92;0;;2;2;0;0;0;2;3;0;70;2;0;1;0
200700000339;3;17;0;;2;2;17;900;0;4;1;0;60;1;0;1;0
200700000340;3;58;0;;2;2;4;0;0;0;1;0;56;1;0;3;0
200700000341;3;938;0;;2;0;0;0;0;1;1;0;73;5;0;1;0
200700000342;9;0;0;;2;2;0;0;0;1;1;0;79;1;0;1;0
200700000343;3;161;0;;2;0;6;985;0;1;3;49;0;1;0;3;0
200700000344;3;155;0;;2;0;4;500;0;0;1;0;53;2;0;1;0
200700000345;3;961;0;;2;0;2;250;0;1;1;0;66;2;0;1;0
200700000346;4;0;0;;2;2;0;0;0;2;1;0;60;1;0;1;0
200700000347;3;963;0;;2;0;0;0;0;0;1;0;75;2;0;1;0
200700000348;3;859;0;;2;2;17;300;0;1;1;0;60;2;0;1;0
200700000349;3;52;0;;2;2;20;400;0;1;1;0;59;2;0;1;0
200700000350;3;32;0;;2;2;48;200;0;1;1;0;0;1;5;1;0
200700000351;2;162;0;;3;4;46;80;0;0;3;0;0;2;3;1;0
200700000352;3;21;0;;2;2;18;0;0;1;0;0;73;1;0;1;0
200700000353;3;23;0;;2;2;2;700;0;1;1;40;107;1;5;0;0
200700000354;2;12;0;;2;2;0;0;0;0;1;0;73;2;0;1;0
200700000355;3;35;0;;2;0;23;400;0;0;1;0;65;1;0;1;0
200700000356;2;12;0;;2;2;64;200;0;1;1;0;81;2;0;1;0
200700000357;4;0;0;;2;2;0;0;0;1;1;0;60;5;0;1;0
200700000358;3;90;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
200700000359;3;138;0;;2;2;0;0;0;1;1;0;80;1;0;1;0
200700000360;3;142;0;;2;2;0;0;0;3;1;0;60;0;2;1;0
200700000361;2;157;0;;2;2;19;0;0;1;1;0;70;1;0;1;0
200700000362;3;302;0;;2;2;9;550;0;1;1;0;63;2;5;1;0
200700000363;3;47;0;;2;2;0;0;0;1;1;0;62;1;0;1;0
200700000364;3;313;0;;2;2;0;0;0;1;1;0;75;2;0;1;0
